zp	lmass	Fu	e_Fu	Fr	e_Fr
  2.102	  8.90	 1.75660e-01	 2.54155e-03	 3.70329e-01	 9.62157e-03
  2.087	 10.40	 6.43795e-01	 4.64740e-02	 2.30412e+00	 7.35233e-02
  2.087	  8.94	 1.87420e-01	 4.17540e-03	 3.56270e-01	 2.06954e-02
  2.343	  9.06	 2.03730e-01	 1.30708e-02	 4.82560e-01	 1.67016e-02
  2.411	  9.27	 3.04864e-01	 1.86985e-02	 6.21811e-01	 9.80311e-03
  2.245	  9.39	 5.21616e-01	 1.30708e-02	 8.73493e-01	 1.52493e-02
  2.497	  9.43	 4.29293e-01	 8.71387e-03	 8.42163e-01	 6.57171e-02
  2.750	  9.17	 3.74907e-01	 2.81385e-02	 5.20897e-01	 3.54001e-02
  2.087	  9.14	 2.39483e-01	 2.05139e-02	 4.33555e-01	 2.03324e-02
  2.087	  9.47	 3.77035e-01	 1.90616e-02	 7.52116e-01	 1.05293e-02
  2.261	  8.95	 1.33524e-01	 3.06801e-02	 3.71422e-01	 5.11940e-02
  2.213	  9.46	 3.33852e-01	 1.68831e-02	 7.66926e-01	 1.68831e-02
  2.445	  9.67	 2.85973e-01	 5.84556e-02	 9.91486e-01	 3.14063e-02
  2.229	  9.57	 3.83171e-01	 4.44771e-02	 9.98991e-01	 1.92431e-02
  2.922	  9.97	 1.18822e+00	 4.97417e-02	 1.95388e+00	 3.19509e-02
  2.902	  9.42	 2.78461e-01	 2.08770e-02	 5.94896e-01	 1.90616e-02
  2.445	  9.03	 1.53911e-01	 1.10739e-02	 2.94775e-01	 4.52032e-02
  2.149	  9.59	 1.14632e+00	 3.54001e-02	 1.75163e+00	 6.17233e-02
  2.087	  8.57	 2.74803e-01	 5.08309e-03	 3.73789e-01	 9.80311e-03
  2.149	  8.43	 1.21883e-01	 1.18000e-02	 1.54213e-01	 9.98465e-03
  2.360	 10.90	 6.48399e-01	 1.06563e-01	 3.59599e+00	 1.93702e-01
  2.864	  9.57	 3.61842e-01	 1.08923e-02	 8.11708e-01	 5.04678e-02
  2.165	  9.39	 6.20224e-01	 2.06954e-02	 1.08160e+00	 1.50677e-02
  2.072	  9.74	 5.32508e-01	 3.15878e-02	 1.33030e+00	 1.54308e-02
  2.261	  9.68	 5.26616e-01	 2.46893e-02	 1.27145e+00	 4.75632e-02
  2.011	  9.23	 5.87061e-01	 6.89848e-03	 7.28817e-01	 5.50063e-02
  2.213	  9.05	 7.94095e-02	 1.39785e-02	 2.91385e-01	 4.50217e-02
  2.806	  9.42	 2.89943e-01	 4.37509e-02	 6.80085e-01	 6.93479e-02
  2.825	  9.09	 2.41236e-01	 1.54308e-02	 4.22441e-01	 2.17847e-02
  2.133	  9.80	 2.85711e-01	 4.42955e-02	 8.53931e-01	 2.01508e-02
  2.327	  9.43	 4.09683e-01	 2.17847e-02	 8.63189e-01	 1.10739e-02
  2.603	  9.56	 2.37487e-01	 5.21017e-02	 5.64187e-01	 8.80464e-02
  2.149	  8.85	 2.04361e-01	 7.98772e-03	 3.43662e-01	 1.23447e-02
  2.245	  9.22	 2.56126e-01	 5.62771e-03	 4.75247e-01	 7.26156e-03
  2.213	  9.39	 4.30218e-01	 1.61570e-02	 8.16802e-01	 1.94247e-02
  2.102	  9.32	 3.79994e-01	 1.63385e-02	 7.33980e-01	 1.36154e-02
  2.769	  9.54	 5.85590e-01	 8.00587e-02	 9.32250e-01	 4.21171e-02
  2.165	 10.03	 1.18490e+00	 1.34339e-02	 2.71258e+00	 4.82894e-02
  2.825	 10.12	 3.37370e-01	 5.10125e-02	 1.48189e+00	 5.60956e-02
  2.567	  9.43	 2.18721e-01	 4.39324e-02	 5.47816e-01	 1.62296e-01
  2.087	 10.00	 1.80356e+00	 2.59601e-02	 3.43009e+00	 3.59447e-02
  2.087	 10.64	 5.18526e-01	 0.00000e+00	 3.77046e+00	 0.00000e+00
  2.229	  9.39	 5.81350e-01	 9.07695e-03	 9.59957e-01	 2.12401e-02
  2.087	  9.30	 7.13859e-01	 5.55509e-02	 1.24320e+00	 1.08923e-02
  2.118	  9.65	 8.17492e-01	 1.05293e-02	 1.34003e+00	 3.23139e-02
  2.149	  8.86	 2.27799e-01	 1.19816e-02	 4.10986e-01	 1.18000e-02
  2.294	  9.81	 5.72665e-01	 2.79570e-02	 1.45327e+00	 5.40986e-02
  2.149	  9.56	 7.97744e-01	 1.56124e-02	 1.46624e+00	 1.21631e-02
  2.149	 10.64	 2.66300e-01	 3.15878e-02	 1.78517e+00	 1.41419e-01
  2.411	  9.44	 4.16824e-01	 2.14216e-02	 7.00984e-01	 5.80925e-02
  2.149	  9.40	 4.19166e-01	 1.07108e-02	 8.10819e-01	 2.17847e-02
  2.087	  8.91	 1.83157e-01	 1.28893e-02	 4.41481e-01	 1.37970e-02
  2.731	 10.86	 6.33085e-01	 8.93172e-02	 4.08844e+00	 1.71554e-01
  2.532	 10.43	 1.09243e+00	 5.31909e-02	 3.71723e+00	 1.66653e-01
  2.056	 11.08	 2.01003e+00	 0.00000e+00	 1.17891e+01	 0.00000e+00
  2.026	  9.43	 2.40469e-01	 5.99079e-03	 4.93056e-01	 1.85170e-02
  2.102	  9.01	 2.99366e-01	 5.08309e-03	 4.13695e-01	 9.25849e-03
  2.479	 10.08	 4.41445e-01	 6.44464e-02	 1.66983e+00	 2.65047e-01
  2.411	  9.69	 5.87540e-01	 3.54001e-02	 1.20122e+00	 6.35387e-02
  2.181	  9.01	 1.72142e-01	 3.99386e-03	 2.97573e-01	 1.67016e-02
  2.864	  9.02	 2.53370e-01	 4.48401e-02	 4.18030e-01	 3.08616e-02
  2.902	  9.19	 4.10423e-01	 1.99693e-03	 5.02594e-01	 1.42145e-01
  2.229	  9.02	 1.59025e-01	 7.98772e-03	 2.77322e-01	 1.79724e-02
  2.133	 10.48	 4.87766e-01	 7.13448e-02	 2.72915e+00	 1.32342e-01
  2.922	  8.72	 1.23333e+00	 5.97263e-02	 5.13392e-01	 1.08923e-02
  2.102	 10.47	 1.33521e-01	 6.09971e-02	 1.20994e+00	 3.32761e-01
  2.377	 10.29	 8.41542e-01	 6.31756e-02	 2.76940e+00	 7.09818e-02
  2.731	  9.67	 8.22121e-01	 1.08742e-01	 1.70181e+00	 1.96062e-01
  2.360	  8.94	 2.24727e-01	 1.18000e-02	 3.20755e-01	 1.37970e-02
  2.102	  9.11	 3.79010e-01	 3.44924e-03	 5.90089e-01	 1.70647e-02
  2.149	 11.33	 7.44553e-01	 0.00000e+00	 6.47648e+00	 0.00000e+00
  2.694	 10.68	 8.39607e-01	 1.02388e-01	 3.33587e+00	 6.61528e-01
  2.769	 10.92	 6.28989e-01	 6.26310e-02	 3.21034e+00	 3.25863e-01
  2.567	  9.46	 2.88256e-01	 2.16031e-02	 4.78239e-01	 3.48555e-02
  2.411	  9.92	 7.93235e-01	 3.75786e-02	 1.58803e+00	 1.20542e-01
  2.942	 10.07	 5.30617e-01	 1.67016e-02	 1.35509e+00	 7.04371e-02
  2.245	  9.30	 3.10922e-01	 6.35387e-03	 5.60992e-01	 1.92431e-02
  2.902	  8.87	 2.95817e-01	 3.44924e-02	 3.53045e-01	 1.50677e-02
  2.731	  9.58	 1.53030e-01	 1.18000e-02	 3.58715e-01	 5.97263e-02
  2.902	  9.94	 2.33830e-01	 7.08002e-03	 4.82037e-01	 1.52493e-02
  2.567	  9.35	 4.41013e-01	 2.37816e-02	 6.17284e-01	 7.13448e-02
  2.310	  9.65	 7.33004e-01	 8.16926e-03	 1.10017e+00	 1.88801e-02
  2.277	  9.91	 8.05274e-01	 2.79570e-02	 2.04577e+00	 2.19662e-02
  2.327	  8.88	 2.00245e-01	 1.81539e-02	 3.67054e-01	 2.05139e-02
  2.181	  9.65	 8.99624e-01	 3.44924e-03	 1.92369e+00	 8.26003e-02
  2.942	  8.47	 2.69683e-01	 8.15110e-02	 1.71828e-01	 5.80925e-03
  2.550	  8.97	 7.28258e-01	 1.54308e-02	 9.09558e-01	 4.22986e-02
  2.245	  9.83	 4.01027e-01	 4.22986e-02	 8.30741e-01	 2.46893e-02
  2.026	  9.13	 1.46249e-01	 1.77908e-02	 2.72344e-01	 9.98465e-03
  2.864	  8.93	 1.34860e-01	 1.30708e-02	 2.87691e-01	 3.34032e-02
  2.411	 10.03	 2.25960e+00	 4.28432e-02	 4.58110e+00	 6.68064e-02
  2.532	  9.27	 5.99079e-01	 2.90462e-03	 7.27863e-01	 5.46432e-02
  2.787	  9.32	 2.62120e-01	 3.06801e-02	 4.97878e-01	 5.66402e-02
  2.497	  9.97	 4.23189e-01	 7.44310e-03	 1.10238e+00	 9.44003e-02
  2.550	  9.85	 1.12928e+00	 1.74277e-02	 2.06737e+00	 9.69418e-02
  2.261	  9.32	 3.10575e-01	 1.63385e-02	 6.56441e-01	 1.07108e-02
  2.621	  9.40	 1.70451e-01	 1.03477e-02	 4.04698e-01	 5.15571e-02
  2.041	 10.55	 4.53027e-01	 7.26156e-02	 2.66432e+00	 1.83354e-01
  2.567	  9.76	 5.88484e-01	 5.71848e-02	 1.17387e+00	 8.96803e-02
  2.750	  9.83	 6.54750e-01	 2.01508e-02	 1.08135e+00	 6.49910e-02
  2.360	  9.46	 6.78669e-01	 5.26463e-03	 1.08160e+00	 2.26924e-02
  2.294	  9.22	 3.34398e-01	 9.98465e-03	 6.15403e-01	 1.23447e-02
  2.377	 10.85	 1.48541e-01	 2.59601e-02	 1.45557e+00	 1.34520e-01
  2.585	  8.85	 1.43415e-01	 6.71694e-03	 2.27600e-01	 1.81539e-04
  2.806	  9.63	 9.21557e-02	 9.80311e-03	 3.11762e-01	 6.40833e-02
  2.343	  9.37	 5.60142e-01	 1.99693e-03	 7.47182e-01	 1.10739e-02
  2.694	 10.97	 3.32508e-01	 3.93940e-02	 2.71784e+00	 2.44896e-01
  2.942	 10.32	 1.07434e-01	 6.26310e-02	 9.65287e-01	 1.60844e-01
  2.327	 10.34	 7.36261e-01	 8.29633e-02	 2.70406e+00	 6.91664e-02
  2.165	  9.18	 3.28483e-01	 3.99386e-03	 4.63647e-01	 1.34339e-02
  2.942	  9.59	 1.63918e-01	 0.00000e+00	 3.67725e-01	 1.14370e-02
  2.942	  9.36	 2.19990e-01	 2.21478e-02	 3.82917e-01	 3.41293e-02
  2.550	  7.98	 1.42420e-01	 1.63385e-03	 1.96020e-01	 1.50677e-02
  2.149	 10.45	 9.56322e-01	 4.88340e-02	 3.05930e+00	 7.91510e-02
  2.428	  9.82	 5.12162e-01	 3.01355e-02	 1.20448e+00	 8.71387e-02
  2.567	  9.07	 4.93928e-01	 2.83201e-02	 1.16150e+00	 4.72001e-03
  2.133	  9.55	 1.08564e-01	 1.27077e-02	 3.50833e-01	 9.80311e-03
  2.428	 10.64	 1.08947e+00	 4.97417e-02	 4.04084e+00	 6.02710e-02
  2.118	  9.66	 4.66846e-01	 1.54308e-02	 1.06740e+00	 1.34339e-02
  2.213	  9.28	 2.78320e-01	 1.63385e-03	 3.52408e-01	 1.07108e-02
  2.411	  9.37	 1.80929e-01	 1.18000e-02	 4.08561e-01	 1.79724e-02
  2.750	  8.45	 6.19832e-01	 3.63078e-03	 5.84055e-01	 1.99693e-03
  2.603	  9.00	 1.48890e-01	 2.08770e-02	 2.91195e-01	 2.74124e-02
  2.806	  9.03	 3.79264e-01	 1.37970e-02	 6.60577e-01	 1.34520e-01
  2.102	  9.15	 2.09720e-01	 7.98772e-03	 3.63176e-01	 9.44003e-03
  2.567	  9.10	 1.66767e-01	 1.67016e-02	 3.45154e-01	 2.08770e-02
  2.133	 10.77	 5.47442e+00	 1.44142e-01	 1.43011e+01	 1.63567e-01
  2.377	  9.54	 3.74471e-01	 3.99386e-03	 5.55666e-01	 4.35694e-03
  2.864	  9.38	 2.32352e-01	 1.92431e-02	 4.38184e-01	 2.79570e-02
  2.902	 10.32	 1.39272e+00	 6.40833e-02	 3.25220e+00	 3.28586e-02
  2.942	 11.15	 2.30022e+01	 1.16548e-01	 4.55289e+01	 1.06019e-01
  2.294	 10.67	 1.60032e+00	 9.51265e-02	 5.35794e+00	 1.75911e-01
  2.639	  8.90	 8.21824e-02	 2.83201e-02	 2.18198e-01	 8.60495e-02
  2.922	  9.08	 1.22491e-01	 2.37816e-02	 2.60446e-01	 3.68524e-02
  2.394	  9.70	 8.62964e-01	 1.54308e-02	 1.33005e+00	 9.02249e-02
  2.961	  9.81	 5.72650e-01	 1.14370e-02	 1.09397e+00	 8.00587e-02
  2.360	  8.91	 1.34942e-01	 3.26770e-03	 2.64529e-01	 5.08309e-03
  2.462	  8.44	 1.03354e-01	 4.72001e-03	 1.40257e-01	 8.35080e-03
  2.942	  9.87	 7.34776e-01	 2.16031e-02	 1.30870e+00	 2.01508e-02
  2.567	  8.90	 2.77839e-01	 1.32523e-02	 3.21697e-01	 2.50524e-02
  2.428	  9.11	 1.48313e-01	 1.88801e-02	 3.01891e-01	 1.59754e-02
  2.639	  9.02	 9.90136e-02	 2.05139e-02	 2.40577e-01	 3.14063e-02
  2.585	  9.43	 1.00324e-01	 2.45078e-02	 2.57264e-01	 3.99386e-02
  2.621	  8.84	 1.08468e-01	 3.84863e-02	 2.10878e-01	 5.50063e-02
  2.360	  9.14	 1.40330e-02	 1.47047e-02	 9.71441e-02	 2.68678e-02
  2.102	  9.58	 6.83317e-01	 4.35694e-03	 1.17638e+00	 8.71387e-03
  2.394	  8.91	 1.08035e-01	 8.71387e-03	 1.96456e-01	 8.89541e-03
  2.229	  9.26	 6.98199e-01	 7.44310e-03	 9.60679e-01	 1.65201e-02
  2.621	  9.33	 2.17470e-01	 4.70186e-02	 3.44978e-01	 2.65047e-02
  2.165	  8.77	 1.69175e-01	 1.08923e-03	 2.87691e-01	 1.05293e-02
  2.118	  9.80	 3.05407e-01	 2.28739e-02	 8.54061e-01	 2.06954e-02
  2.621	  9.03	 9.64967e-02	 2.23293e-02	 2.06852e-01	 1.67016e-02
  2.072	  9.91	 1.53235e-01	 4.41140e-02	 8.99609e-01	 9.34926e-02
  2.411	 10.12	 1.58248e+00	 5.44617e-02	 3.49421e+00	 1.03840e-01
  2.394	  8.73	 8.82298e-02	 9.07695e-03	 1.55156e-01	 1.10739e-02
  2.603	 10.29	 7.49771e-01	 3.06801e-02	 2.06130e+00	 7.96956e-02
  2.056	  9.34	 3.17987e-01	 1.96062e-02	 6.68525e-01	 1.86985e-02
  2.213	  9.62	 6.14608e-01	 2.13853e-01	 1.30234e+00	 4.47131e-01
  2.229	 10.88	 4.42625e-01	 8.49603e-02	 3.24943e+00	 2.16395e-01
  2.261	  9.46	 4.56513e-01	 2.34185e-02	 8.51487e-01	 2.61416e-02
  2.550	 10.04	 1.58691e+00	 5.06494e-02	 2.98668e+00	 1.67561e-01
  2.327	  9.04	 1.65365e-01	 1.28893e-02	 3.72689e-01	 1.12554e-02
  2.327	  8.69	 9.98367e-02	 1.57939e-02	 2.13499e-01	 2.16031e-02
  2.532	  9.89	 7.30008e-01	 4.35694e-02	 1.80718e+00	 1.37788e-01
  2.942	  9.26	 2.38715e-01	 1.65201e-02	 3.14985e-01	 7.98772e-03
  2.360	  9.29	 4.11829e-01	 2.16031e-02	 6.22628e-01	 3.19509e-02
  2.731	  9.58	 4.83914e-01	 3.79417e-02	 9.96638e-01	 5.51879e-02
  2.585	  9.16	 1.95098e-01	 2.37816e-02	 2.53125e-01	 2.90462e-03
  2.532	  9.36	 5.80337e-01	 2.06954e-02	 8.69321e-01	 5.37356e-02
  2.750	  9.80	 4.12388e-01	 4.01201e-02	 6.87692e-01	 5.95448e-02
  2.277	 10.04	 6.91773e-01	 2.74124e-02	 1.80486e+00	 2.66862e-02
  2.750	  9.78	 5.34669e-01	 9.20403e-02	 8.10793e-01	 1.94791e-01
  2.750	  8.45	 2.12000e-01	 3.81232e-03	 2.56081e-01	 7.98772e-03
  2.922	  9.93	 1.73861e-01	 1.45231e-03	 4.38787e-01	 2.79570e-02
  2.149	  9.58	 8.57997e-01	 2.88647e-02	 1.46993e+00	 4.26617e-02
  2.277	 10.37	 5.50154e-01	 3.73970e-02	 1.87100e+00	 7.33418e-02
  2.825	  9.84	 8.89142e-01	 1.23447e-02	 1.74216e+00	 3.83955e-01
  2.864	  9.02	 6.39388e-01	 9.25849e-03	 6.06297e-01	 1.12554e-02
  2.922	  9.42	 6.16979e-01	 2.21478e-02	 8.73395e-01	 4.99232e-02
  2.165	 10.12	 7.40084e-01	 3.83047e-02	 2.16045e+00	 3.43109e-02
  2.942	  9.54	 3.95105e-02	 4.53848e-03	 1.46246e-01	 2.63232e-02
  2.360	  9.52	 4.85969e-01	 1.39785e-02	 1.02809e+00	 7.44310e-03
  2.981	  9.98	 2.68621e-02	 3.35847e-02	 3.88918e-01	 2.00601e-01
  2.428	 10.19	 5.45343e-01	 3.46740e-02	 2.11459e+00	 1.92794e-01
  2.883	  8.48	 4.81020e-01	 2.36001e-03	 1.09292e-01	 1.81539e-04
  2.806	  9.52	 3.12178e-01	 2.46893e-02	 7.66116e-01	 5.13755e-02
  2.133	  9.13	 2.74607e-01	 1.70647e-02	 4.72074e-01	 9.80311e-03
  2.310	  9.81	 5.73246e-01	 2.14216e-02	 1.47715e+00	 4.41140e-02
  2.750	  9.36	 5.06124e-01	 1.97878e-02	 8.90863e-01	 9.47634e-02
  2.277	  8.45	 6.30318e-02	 1.61570e-02	 1.56856e-01	 2.36001e-02
  2.585	  8.95	 1.48255e-01	 9.80311e-03	 2.66771e-01	 1.88801e-02
  2.445	  8.79	 3.97091e-02	 3.44924e-03	 8.73606e-02	 9.80311e-03
  2.087	  8.82	 1.44504e-01	 5.99079e-03	 2.69389e-01	 3.63078e-03
  2.942	  9.48	 3.85781e-01	 1.08742e-01	 3.24733e-01	 6.20863e-02
  2.229	  9.57	 2.62265e-01	 4.17540e-03	 5.84879e-01	 3.26770e-02
  2.197	  8.87	 1.90538e-01	 4.35694e-03	 3.58995e-01	 1.21631e-02
  2.428	  9.67	 7.07105e-01	 1.81539e-02	 1.37711e+00	 3.64893e-02
  2.731	  9.09	 3.09981e-01	 2.12401e-02	 4.59642e-01	 3.81232e-02
  2.261	  8.89	 2.87299e-01	 2.90462e-03	 4.02534e-01	 3.08616e-03
  2.902	  9.64	 7.62834e-01	 1.96062e-02	 1.39743e+00	 8.87726e-02
  2.377	 10.21	 6.44892e-01	 3.55816e-02	 2.07289e+00	 4.84709e-02
  2.750	 11.05	 4.81540e-01	 5.42802e-02	 3.05520e+00	 5.08854e-01
  2.102	 10.20	 6.73858e-01	 2.86832e-02	 2.51832e+00	 9.96649e-02
  2.102	 10.95	 1.24461e+00	 1.16911e-01	 7.37063e+00	 3.74878e-01
  2.245	 11.27	 2.14432e+00	 0.00000e+00	 1.23750e+01	 0.00000e+00
  2.603	  8.91	 1.12083e-01	 2.65047e-02	 2.58557e-01	 2.63232e-02
  2.864	  8.97	 1.44280e-01	 1.76093e-02	 2.90634e-01	 3.50370e-02
  2.294	  9.65	 5.72305e-01	 2.68678e-02	 1.32305e+00	 1.54308e-02
  2.277	 10.01	 8.20270e-01	 2.21478e-02	 2.48121e+00	 5.33725e-02
  2.864	  9.46	 4.08176e-01	 4.72001e-03	 3.27576e-01	 1.54308e-02
  2.981	  9.13	 3.62067e-02	 2.08770e-02	 1.72217e-01	 6.62617e-02
  2.497	 10.94	 7.87328e-01	 3.17693e-02	 3.64501e+00	 1.06745e-01
  2.657	  9.10	 5.60255e-01	 4.72001e-03	 8.77389e-01	 7.29787e-02
  2.133	  9.70	 5.12920e-01	 1.65201e-02	 1.10941e+00	 1.01662e-02
  2.621	  9.02	 1.55284e-01	 2.61416e-02	 2.66004e-01	 4.59294e-02
  2.102	  8.79	 2.25096e-01	 5.26463e-03	 3.00655e-01	 8.89541e-03
  2.149	 10.95	 4.42178e-01	 0.00000e+00	 3.43232e+00	 0.00000e+00
  2.118	  9.16	 3.88519e-01	 4.90155e-03	 7.22576e-01	 6.17233e-03
  2.731	  9.99	 4.42552e-02	 2.59601e-02	 2.41820e-01	 2.91370e-01
  2.514	 10.85	 9.01269e-01	 1.56124e-02	 3.62764e+00	 1.21268e-01
  2.514	  9.61	 3.17485e-01	 3.46740e-02	 7.31602e-01	 5.31909e-02
  2.087	  9.82	 6.98653e-01	 1.32523e-02	 1.58834e+00	 2.72309e-02
  2.603	  9.34	 2.55199e-01	 5.50063e-02	 4.91695e-01	 7.86064e-02
  2.394	  9.90	 5.22175e-01	 1.97878e-02	 1.46922e+00	 1.85170e-02
  2.864	  9.92	 6.44787e-01	 6.89848e-03	 7.66785e-01	 2.14216e-02
  2.567	  8.28	 2.95661e-01	 7.44310e-03	 3.55704e-01	 1.96062e-02
  2.197	 10.26	 4.73254e-01	 4.08463e-02	 2.00651e+00	 4.88340e-02
  2.883	  9.06	 1.71181e-01	 1.81539e-03	 2.57686e-01	 1.99693e-03
  2.072	 10.77	 7.09404e-01	 0.00000e+00	 4.38758e+00	 0.00000e+00
  2.026	  9.23	 2.60316e-01	 7.08002e-03	 5.19285e-01	 2.37816e-02
  2.942	  9.42	 3.16173e-01	 3.79417e-02	 8.40584e-01	 2.00782e-01
  2.011	 11.02	 1.10297e+00	 0.00000e+00	 7.04480e+00	 0.00000e+00
  2.213	  8.75	 4.26373e-02	 4.17540e-03	 7.18027e-02	 8.71387e-03
  2.102	  9.60	 6.45063e-01	 2.50524e-02	 1.32638e+00	 7.26156e-03
  2.621	  9.91	 3.25083e-01	 7.29787e-02	 7.74101e-01	 1.21994e-01
  2.922	 10.85	 8.98593e+00	 7.20710e-02	 1.67108e+01	 3.30219e-01
  2.310	  9.37	 1.37523e-01	 5.62771e-03	 3.30611e-01	 2.46893e-02
  2.883	  9.12	 3.58160e-01	 1.27077e-03	 4.52570e-01	 3.52186e-02
