Seq	zspec	lmass	Fu	e_Fu	Fr	e_Fr
   22	          	  9.05	 6.53442e-02	 4.95602e-02	 2.18245e-01	 1.46139e-01
   23	          	 13.31	 8.00776e+02	 3.12411e+00	 1.92964e+03	 4.19319e+01
   24	          	  9.05	 7.44234e-01	 3.92124e-02	 2.75544e+00	 5.40986e-02
   25	          	  9.02	 6.40455e-02	 3.35847e-02	 2.41866e-01	 6.64433e-02
   26	          	  7.77	 2.93990e-01	 7.26156e-04	 4.59980e-01	 1.48862e-02
   27	          	  8.47	 1.41888e-01	 1.23447e-02	 6.30736e-01	 1.52493e-02
   28	          	 11.91	 8.36855e+01	 3.60173e-01	 1.57966e+02	 1.52783e+00
   29	          	  9.13	 1.51097e+00	 3.39478e-02	 3.67272e+00	 4.15724e-02
   30	          	  8.74	 1.98471e-01	 1.94247e-02	 3.05569e-01	 7.51572e-02
   31	          	  9.42	 3.31392e-01	 6.17233e-03	 5.35453e-01	 1.43416e-02
   32	          	  6.86	 4.33925e-01	 4.64740e-02	 1.05322e+00	 3.28586e-02
   33	          	 10.58	 6.81657e-01	 1.49951e-01	 2.15370e+00	 3.86134e-01
   34	          	 10.08	 2.95699e+01	 2.53792e-01	 1.69293e+02	 1.46774e+00
   35	          	  9.59	 4.81823e-01	 7.67910e-02	 4.16628e-01	 1.34339e-02
   36	          	  9.84	 2.44813e+01	 2.13853e-01	 9.48963e+00	 1.98604e-01
   37	          	 10.50	 1.75295e+00	 6.22679e-02	 1.38495e+01	 3.45469e-01
   38	          	 10.64	 3.53879e+00	 9.27664e-02	 2.89666e+01	 5.54783e-01
   39	          	  9.97	 4.72673e-01	 5.86371e-02	 1.24791e+00	 2.66318e-01
   40	          	 10.73	 2.03274e+00	 8.62310e-02	 1.49309e+01	 6.24494e-02
   41	          	  9.99	 6.47826e-01	 9.36741e-02	 3.14368e+00	 9.47634e-02
   42	          	  8.47	 1.64262e-01	 5.26463e-03	 3.95225e-01	 6.89848e-03
   43	          	  9.19	 1.20170e-01	 5.70033e-02	 4.58077e-01	 9.89388e-02
   44	          	  7.67	 1.40079e+01	 2.98450e-01	 2.68271e+01	 2.82293e-01
   45	          	  9.78	 2.14260e+00	 6.80771e-02	 5.37334e+00	 1.17456e-01
   46	          	 10.21	 5.49392e-01	 3.93940e-02	 3.55241e+00	 1.13643e-01
   47	          	  9.56	 2.54176e+00	 9.80311e-02	 6.31117e+00	 7.74809e-01
   48	          	  9.28	 4.27819e-01	 1.01662e-01	 6.22309e-01	 9.13141e-02
   49	          	  9.06	 4.66962e-01	 9.13141e-02	 7.06052e-01	 6.48094e-02
   50	          	  9.88	 3.82514e+02	 0.00000e+00	 4.19402e+02	 0.00000e+00
   51	          	  8.22	 4.52468e-01	 1.12554e-02	 8.83264e-01	 2.50524e-02
   52	          	 10.09	 4.54828e+00	 9.11326e-02	 1.48568e+01	 2.76484e-01
   53	          	 10.17	 1.16046e+01	 7.31602e-02	 1.23546e+01	 9.33111e-02
   54	          	 11.44	 5.67171e+02	 3.37844e-01	 1.49880e+03	 3.88494e-01
   55	          	  9.85	 7.40113e-01	 1.94247e-02	 1.07469e+00	 7.44310e-03
   56	          	  9.53	 3.67359e+00	 1.03114e-01	 8.86154e+00	 2.69041e-01
   57	          	  8.98	 6.37278e-01	 2.54155e-02	 1.97586e+00	 1.30708e-02
   58	          	  9.37	 6.63431e-01	 2.06410e-01	 1.28200e+00	 1.85533e-01
   59	          	  9.18	 3.37363e-01	 4.06647e-02	 9.13069e-01	 4.01201e-02
   60	          	 10.19	 1.95899e+00	 1.18000e-01	 4.79942e+00	 1.81357e-01
   61	          	  8.83	 5.29146e-01	 2.66862e-02	 1.45885e+00	 9.87572e-02
   62	          	 11.47	 2.30437e+01	 2.01508e-02	 5.57583e+01	 1.87802e+00
   63	          	  8.55	 6.60548e-01	 7.60649e-02	 7.36910e-01	 1.53945e-01
   64	          	 14.38	 1.59115e-02	 0.00000e+00	 4.27484e-02	 0.00000e+00
   65	          	 10.33	 1.01799e+00	 1.94247e-02	 2.90988e+00	 7.60649e-02
   66	          	  8.01	 4.72956e-01	 6.35387e-03	 1.02643e+00	 3.83047e-02
   67	          	  9.62	 1.09048e+00	 1.06926e-01	 4.90798e+00	 1.13462e-01
   68	          	  8.69	 3.95508e-01	 1.56124e-02	 9.87028e-01	 4.72001e-02
   69	          	 10.70	 1.33519e+00	 9.33111e-02	 6.84881e+00	 3.28767e-01
   70	          	  9.17	 4.82661e-01	 1.08923e-02	 4.60641e+00	 6.37202e-02
   71	          	 10.13	 1.08646e+00	 7.26156e-02	 2.09650e+00	 4.63832e-01
   72	          	  9.28	 1.29590e+00	 6.06340e-02	 1.18027e+00	 4.52032e-02
   73	          	  8.85	 2.07425e-01	 2.12401e-02	 5.72124e-01	 2.68678e-02
   74	          	 11.05	 7.57141e+00	 2.10948e-01	 1.42443e+01	 4.32063e-02
   75	          	 10.14	 7.92621e-01	 9.74865e-02	 2.42057e+00	 6.27036e-01
   76	          	 11.19	 2.88433e+02	 1.31616e-01	 2.09181e+02	 5.17386e-02
   77	          	 10.66	 5.39654e-01	 7.44310e-02	 1.97212e+00	 2.55425e-01
   78	          	  8.75	 4.99345e+00	 6.35387e-02	 1.27743e+01	 2.55970e-02
   79	          	  9.55	 3.53895e+01	 2.00601e-01	 8.65059e+01	 1.09650e-01
   80	          	 10.26	 4.66671e+00	 5.02645e+00	 6.46660e+00	 1.73515e+00
   81	          	  9.21	 7.51448e-01	 1.23083e-01	 1.38520e+00	 9.76680e-02
   82	          	  9.52	 1.58022e+00	 5.02863e-02	 5.56036e+00	 4.11186e-01
   83	          	  8.93	 3.56680e-01	 3.43109e-02	 7.46663e-01	 2.16031e-02
   84	          	  8.76	 3.84293e-01	 9.34926e-02	 5.30399e-01	 6.31756e-02
   85	          	  8.81	 1.89092e-01	 2.86832e-02	 1.34754e+00	 6.95294e-02
   86	          	  9.72	 2.45970e+00	 6.33571e-02	 8.75592e+00	 6.09245e-01
   87	          	  8.74	 4.42490e-01	 4.66555e-02	 6.22733e-01	 3.32216e-02
   88	          	 10.15	 3.88675e-01	 5.21017e-02	 2.34397e+00	 5.68217e-01
   89	          	  5.72	 5.45147e-01	 1.08923e-02	 1.66632e+00	 1.67016e-02
   90	          	 10.00	 1.80908e+00	 4.30247e-02	 8.84828e+00	 4.08463e-02
   91	          	  9.20	 7.56302e-01	 5.90002e-02	 5.55778e-01	 1.84262e-01
   92	          	  9.43	 4.39655e-01	 8.06033e-02	 9.61964e-01	 1.32705e-01
   93	          	  9.95	 5.98095e-01	 5.99079e-03	 1.14642e+00	 4.13909e-02
   94	          	  8.78	 3.95686e-01	 1.01662e-02	 6.87583e-01	 4.32063e-02
   95	          	  9.28	 1.27118e+00	 5.50063e-02	 2.88382e+00	 6.42648e-02
   96	          	  9.05	 4.77005e-01	 8.31449e-02	 7.10627e-01	 6.48094e-02
   97	          	 10.16	 1.57935e+00	 2.39813e-01	 7.31541e+00	 1.00337e+00
   98	          	  9.26	 4.45929e-01	 1.39785e-02	 2.18783e+00	 2.99176e-01
   99	          	 10.33	 2.50538e+00	 1.86078e-01	 8.56901e+00	 7.64824e-01
  100	          	  9.39	 7.32688e-01	 2.79570e-02	 1.05077e+00	 3.21324e-02
  101	          	  9.91	 3.47358e+00	 5.88186e-02	 1.29876e+01	 9.27664e-02
  102	          	 10.34	 1.10391e+00	 2.23111e-01	 3.93395e+00	 4.85435e-01
  103	          	  9.34	 3.48523e-01	 3.84863e-02	 9.28899e-01	 1.19634e-01
  104	          	  9.97	 1.31935e-01	 5.44617e-04	 6.35299e-01	 6.22679e-02
  105	          	  9.96	 1.53252e+00	 5.39171e-02	 6.64092e+00	 1.17274e-01
  106	          	  9.59	 6.36432e-01	 6.11787e-02	 1.02942e+00	 5.06494e-02
  107	          	  5.95	 4.30926e-02	 7.26156e-04	 6.14869e-01	 1.19816e-02
  108	          	 10.17	 2.84123e-01	 2.17847e-03	 1.05740e+00	 5.62771e-03
  109	          	 10.08	 1.06550e+00	 3.41293e-02	 2.28759e+00	 4.18629e-01
  110	          	  8.59	 5.61889e-02	 2.14216e-02	 4.53020e-01	 8.80464e-02
  111	          	  9.67	 1.46490e+00	 2.79570e-02	 1.67612e+00	 4.28432e-02
  112	          	 11.10	 8.32672e-01	 4.28432e-02	 5.36851e+00	 6.60802e-02
  113	          	  9.46	 3.57961e+00	 3.09161e-01	 3.98068e+00	 7.54295e-01
  114	          	  8.74	 3.24468e-01	 1.25262e-01	 6.73528e-01	 6.86218e-02
  115	          	  9.97	 1.71747e+00	 1.15640e-01	 7.16709e+00	 1.46684e-01
  116	          	  9.55	 6.49543e-01	 2.32188e-01	 1.34583e+00	 1.86985e-01
  117	          	  8.74	 4.86840e-01	 5.22832e-02	 7.78672e-01	 5.79109e-02
  118	          	  9.66	 9.61158e-01	 1.65745e-01	 1.59795e+00	 9.38557e-02
  119	          	 10.61	 7.63746e-01	 1.00210e-01	 6.56013e+00	 5.57869e-01
  120	          	  9.53	 4.64932e-01	 2.85016e-02	 1.53139e+00	 5.80925e-02
  121	          	  8.44	 1.28873e-01	 1.45231e-02	 4.80261e-01	 5.68217e-02
  122	          	  8.92	 4.54890e-01	 1.57939e-02	 5.30628e-01	 4.19355e-02
  123	          	  5.71	 5.52060e-02	 3.63078e-04	 7.03311e-01	 2.36001e-03
  124	          	  9.17	 1.22436e+00	 3.46740e-02	 2.54324e+00	 1.00391e-01
  125	          	  9.50	 4.43140e-01	 1.90616e-02	 2.33918e+00	 2.85016e-02
  126	          	  8.99	 2.59422e-01	 3.30401e-02	 8.80286e-01	 7.42495e-02
  127	          	  9.93	 5.58519e-01	 1.57939e-02	 1.24624e+00	 1.59754e-02
  128	          	  9.03	 1.18028e+00	 3.63078e-03	 1.32630e+00	 1.24536e-01
  129	          	  8.48	 1.55771e-01	 3.63078e-02	 1.40928e-01	 1.37244e-01
  130	          	  8.65	 6.07607e-01	 6.44464e-02	 6.40128e-01	 3.01355e-02
  131	          	  8.92	 4.73087e-01	 1.99693e-03	 8.80217e-01	 7.26156e-03
  132	          	  9.10	 9.87881e-01	 4.57478e-02	 1.99107e+00	 5.35540e-02
  133	          	  9.64	 1.08353e+00	 1.02947e+01	 2.64345e+00	 7.02865e+00
  134	          	  8.31	 3.06799e-01	 1.77908e-02	 5.57387e-01	 3.01355e-02
  135	          	  8.62	 5.29989e-01	 2.50524e-02	 8.81027e-01	 9.25849e-03
  136	          	  9.61	 4.35690e-01	 9.49449e-02	 1.07535e+00	 1.75548e-01
  137	          	  9.24	 2.85433e-01	 6.00894e-02	 6.13653e-01	 1.01299e-01
  138	          	  8.43	 1.57531e-01	 1.54308e-02	 4.69863e-01	 1.54308e-02
  139	          	  9.25	 9.84522e-01	 2.59601e-02	 2.61333e+00	 2.46893e-02
  140	          	  9.03	 4.41757e-01	 1.25807e-01	 5.02398e-01	 1.95154e-01
  141	          	  9.65	 1.38806e+00	 1.90798e-01	 1.81116e+00	 1.27440e-01
  142	          	  8.86	 1.20433e+00	 5.86371e-02	 8.89603e-01	 1.98604e-01
  143	          	 10.06	 7.32692e-01	 2.79570e-02	 1.21175e+00	 1.18000e-02
  144	          	 10.48	 1.66781e+00	 7.67910e-02	 4.07962e+00	 3.91943e-01
  145	          	 10.04	 1.44715e+00	 2.30555e-01	 2.67093e+00	 9.49449e-02
  146	          	  8.77	 2.05637e-01	 4.13909e-02	 4.27844e-01	 3.23139e-02
  147	          	  8.03	 7.01009e-01	 2.06954e-02	 1.75374e+00	 2.86832e-02
  148	          	  9.51	 5.02348e+00	 2.34222e+00	 2.64822e+00	 1.45576e+00
  149	          	 10.22	 9.92648e-01	 3.32216e-02	 6.91177e+00	 4.02290e-01
  150	          	  9.02	 2.46908e-01	 4.70186e-02	 3.57704e-01	 6.44464e-02
  151	          	  8.93	 6.21782e-01	 5.26463e-02	 1.20369e+00	 1.28711e-01
  152	          	  6.02	 9.12517e-02	 1.45231e-03	 1.20501e+00	 1.14370e-02
  153	          	  8.94	 2.43043e-01	 2.46893e-02	 6.44282e-01	 1.83354e-02
  154	          	      	-3.59447e+01	 0.00000e+00	-3.59447e+01	 0.00000e+00
  155	          	 10.77	 2.27025e+00	 2.25653e-01	 8.87123e+00	 2.59601e-01
  156	          	  7.93	 1.93948e+02	 0.00000e+00	 8.43543e+02	 0.00000e+00
  157	          	  9.10	 1.42955e-01	 4.17540e-02	 3.77779e-01	 1.29437e-01
  158	          	  9.20	 3.89793e-01	 1.08923e-01	 4.87026e-01	 4.22986e-02
  159	          	  8.62	 5.29499e-01	 1.70647e-01	 7.37840e-01	 2.27105e-01
  160	          	  8.26	 2.63684e-01	 9.62157e-03	 5.69826e-01	 1.21631e-02
  161	          	  9.01	 1.52215e+00	 7.22525e-01	 9.90499e-01	 4.13546e-01
  162	          	  6.58	 3.62235e-01	 5.80925e-03	 8.60807e-01	 3.26770e-03
  163	          	  9.56	 4.69743e-01	 1.13462e-01	 4.67180e-01	 2.22022e-01
  164	          	  9.12	 5.74800e-01	 4.04832e-02	 9.63900e-01	 1.47410e-01
  165	          	  8.93	 5.52391e-01	 2.01508e-02	 1.76100e+00	 4.06647e-02
  166	          	  9.23	 9.18068e-01	 1.05293e-02	 1.36894e+01	 1.41600e-02
  167	          	  8.60	 4.11044e-01	 4.73817e-02	 5.86440e-01	 1.01480e-01
  168	          	  9.02	 1.21373e+01	 8.94987e-02	 2.63237e+01	 1.08923e-02
  169	          	  9.68	 2.48978e+00	 6.31756e-02	 9.67229e+00	 3.61626e-01
  170	          	 10.91	 1.08847e+00	 2.28013e-01	 4.29333e+00	 2.37453e-01
  171	          	 11.26	 1.60652e+01	 8.56864e-02	 3.55219e+01	 3.23012e+00
  172	          	  9.53	 2.23322e-01	 3.44924e-02	 7.45040e-01	 7.51572e-02
  173	          	 10.94	 1.02153e+00	 2.70130e-01	 3.35634e+00	 3.56180e-01
  174	          	  8.99	 8.92504e-01	 3.06801e-02	 2.27609e+00	 7.66095e-02
  175	          	  9.12	 1.24020e+00	 3.61263e-02	 3.72493e+00	 2.99539e-02
  176	          	  9.39	 7.52693e-01	 5.84556e-02	 1.16691e+00	 6.26310e-02
  177	          	 10.36	 1.63364e+00	 5.44617e-03	 4.61646e+00	 2.72309e-02
  178	          	  6.18	 4.78450e-01	 2.37816e-02	 2.42764e+00	 5.97263e-02
  179	          	  8.86	 2.58971e-01	 3.59447e-02	 5.07398e-01	 3.77601e-02
  180	          	  8.87	 7.36072e-01	 2.63232e-02	 1.18488e+00	 4.30247e-02
  181	          	  9.13	 7.54353e-01	 1.35247e-01	 9.43673e-01	 1.03659e-01
  182	          	  8.62	 4.47690e-01	 1.16911e-01	 4.27484e-01	 7.80618e-02
  183	          	  9.00	 3.47376e-01	 8.58680e-02	 6.22316e-01	 1.02025e-01
  184	          	  8.53	 3.06906e-01	 1.67016e-02	 4.04741e-01	 2.17847e-02
  185	          	  9.18	 8.95488e-01	 1.77727e-01	 1.33954e+00	 1.37970e-01
  186	          	  9.73	 2.40192e-01	 3.21324e-02	 5.24448e-01	 1.61570e-01
  187	          	  8.04	 3.65946e-01	 8.89541e-03	 8.24060e-01	 5.08309e-03
  188	          	  6.88	 1.98831e-01	 1.85170e-02	 6.14753e-01	 2.50524e-02
  189	          	  9.43	 3.76232e-01	 2.81385e-02	 6.49027e-01	 6.73510e-02
  190	          	  8.73	 1.77199e-01	 2.30555e-02	 2.65616e-01	 3.32216e-02
  191	          	 10.94	 5.96987e-01	 1.88619e-01	 4.98840e+00	 5.61137e-01
  192	          	 10.15	 1.43792e+00	 1.98241e-01	 3.42209e+00	 2.10404e-01
  193	          	  9.35	 6.53599e-01	 2.86832e-02	 1.31070e+00	 4.62925e-02
  194	          	 10.78	 1.49645e+00	 6.39017e-02	 1.09948e+01	 2.01508e-01
  195	          	  9.35	 2.75615e-01	 2.97724e-02	 3.54176e-01	 4.95602e-02
  196	          	 10.83	 5.92612e+00	 1.90253e-01	 3.11033e+01	 1.53981e+00
  197	          	  8.31	 4.20070e-01	 1.05293e-02	 9.75823e-01	 6.80771e-02
  198	          	 10.18	 1.04519e+00	 1.45231e-02	 2.10993e+00	 3.19509e-02
  199	          	  6.32	 1.02185e-01	 4.35694e-03	 2.27769e-01	 1.83354e-02
  200	          	  9.49	 2.50591e-01	 3.08616e-02	 5.92896e-01	 1.12554e-01
  201	          	  9.73	 2.68633e-01	 1.97878e-02	 7.63390e-01	 2.81385e-02
  202	          	  9.91	 1.35224e-01	 2.92278e-02	 8.25716e-01	 1.05474e-01
  203	          	  9.69	 9.38368e-01	 2.16031e-02	 1.88074e+00	 7.71541e-02
  204	          	  9.62	 4.73454e+00	 2.24963e+00	 2.61383e+00	 1.26950e+00
  205	          	  9.44	 6.69908e-01	 1.05293e-02	 1.78477e+00	 3.99386e-03
  206	          	  9.26	 3.69581e-02	 1.83354e-02	 1.12861e-02	 3.70158e-01
  207	          	 10.42	 8.88699e-01	 2.54155e-03	 2.26158e+00	 3.06801e-02
  208	          	  9.57	 2.24139e+00	 1.38877e-01	 5.68671e+00	 2.08407e-01
  209	          	  7.70	 4.03496e-01	 1.81539e-03	 7.74692e-01	 3.63078e-03
  210	          	  8.68	 2.52736e-01	 1.19816e-02	 8.81920e-01	 6.62617e-02
  211	          	 10.43	 3.16897e-01	 3.63078e-02	 1.69822e+00	 6.16870e-01
  212	          	 10.90	 1.80195e+00	 7.74264e-01	 3.36446e+00	 5.45888e-01
  213	          	  9.34	 5.24375e-01	 2.26924e-02	 2.34799e+00	 9.14957e-02
  214	          	  9.53	 3.04660e-01	 5.83503e+00	 1.10231e+00	 2.80732e+00
  215	          	  8.87	 5.48172e-01	 4.33878e-02	 1.63903e+00	 1.48862e-02
  216	          	  9.32	 2.97724e+00	 5.24648e-02	 6.08366e+00	 2.32551e-01
  217	          	  8.94	 6.94187e-01	 2.59601e-02	 1.30503e+00	 1.41600e-02
  218	          	  9.54	 3.14890e-01	 7.98772e-03	 1.10531e+00	 2.52158e-01
  219	          	 10.67	 1.76623e+00	 9.51265e-02	 9.35503e+00	 7.94052e-01
  220	          	  8.56	 1.84762e-01	 2.14216e-02	 4.80000e-01	 1.39604e-01
  221	          	 10.05	 9.10749e-01	 1.32523e-02	 1.16646e+00	 9.44003e-03
  222	          	  6.13	 1.02705e+00	 1.65201e-02	 6.80811e+00	 2.39632e-02
  223	          	 10.57	 6.08414e-01	 1.30708e-02	 2.06414e+00	 1.59754e-02
  224	          	  8.80	 3.05603e-01	 2.17847e-02	 6.47778e-01	 4.44771e-02
  225	          	 10.13	 2.94649e+00	 8.30904e-01	 8.25905e+00	 2.04812e+00
  226	          	  7.02	 1.27690e-02	 9.07695e-03	 4.71032e-02	 2.16576e-01
  227	          	  9.48	 1.03930e+00	 3.35847e-02	 3.40767e+00	 9.42188e-02
  228	          	  9.74	 1.04566e+00	 1.58302e-01	 1.88826e+00	 9.34926e-02
  229	          	  9.05	 1.29002e+00	 2.19662e-02	 3.31280e+00	 1.64293e-01
  230	          	  8.45	 2.64235e-01	 2.65047e-02	 6.53228e-01	 4.57478e-02
  231	          	  9.98	 1.41699e+00	 5.39171e-02	 4.47904e+00	 5.40442e-01
  232	          	  9.77	 4.43224e-01	 1.94247e-02	 9.93933e-01	 6.11787e-02
  233	          	  8.52	 1.78307e+01	 6.17233e-03	 7.24519e+01	 1.23628e-01
  234	          	  8.98	 1.64925e-01	 3.86678e-02	 9.57517e-01	 1.26170e-01
  235	          	  9.06	 2.24795e+00	 3.34032e-02	 4.24231e+00	 5.79109e-02
  236	          	 10.88	 3.01245e-01	 1.00754e-01	 1.80666e+00	 4.98506e-01
  237	          	 10.03	 1.33199e+01	 3.78690e-01	 3.49729e+01	 1.55833e+00
  238	          	  9.80	 1.10738e+00	 5.97263e-02	 4.92316e+00	 2.78299e-01
  239	          	 11.02	 7.82963e+00	 2.98995e-01	 5.96087e+01	 2.87376e+00
  240	          	 10.28	 4.93459e-01	 1.36880e-01	 2.48506e+00	 5.14119e-01
  241	          	  9.30	 5.78180e-01	 8.45972e-02	 1.69919e+00	 9.91203e-02
  242	          	  7.63	 2.44442e-01	 4.53848e-03	 5.11410e-01	 7.26156e-04
  243	          	  8.70	 2.88013e+00	 2.48708e-02	 6.46965e+00	 4.35694e-03
  244	          	  9.88	 4.29870e+00	 1.18182e-01	 1.54986e+01	 5.91091e-01
  245	          	  9.16	 1.19900e+00	 3.35847e-02	 3.27586e+00	 1.47047e-02
  246	          	  8.42	 2.36295e+00	 1.91524e-01	 2.75806e+00	 6.68608e-01
  247	          	  9.69	 1.73685e+00	 5.53694e-02	 5.85296e+00	 2.04050e-01
  248	          	  8.03	 3.20672e-01	 1.81539e-04	 7.12501e-01	 1.52493e-02
  249	          	  6.43	 1.55479e-01	 4.50217e-02	 1.06852e+00	 7.73356e-02
  250	          	  9.40	 6.07960e-01	 2.12401e-02	 9.11769e-01	 4.73817e-02
  251	          	  9.17	 9.42667e-01	 1.04748e-01	 1.44308e+00	 4.39324e-02
  252	          	  7.25	 2.31214e-01	 3.63078e-03	 5.80903e-01	 4.53848e-03
  253	          	  8.77	 3.98892e-01	 1.30708e-02	 1.03549e+00	 3.81232e-02
  254	          	  8.76	 6.67621e-01	 1.06563e-01	 7.26733e-01	 7.49756e-02
  255	          	  9.92	 5.04138e-01	 3.21324e-02	 1.90943e+00	 1.18363e-01
  256	          	  8.61	 3.88737e-01	 1.18000e-02	 7.03645e-01	 6.17233e-03
  257	          	 10.08	 3.50130e-01	 3.92124e-02	 2.44336e+00	 2.15124e-01
  258	          	 10.06	 7.05236e-01	 9.07695e-03	 1.28470e+00	 7.26156e-03
  259	          	  9.64	 2.68756e-01	 2.17847e-03	 3.71806e-01	 9.80311e-03
  260	          	 10.53	 1.52285e+00	 2.74305e-01	 6.37289e+00	 9.97194e-01
  261	          	  8.81	 2.10807e+00	 3.75786e-02	 5.78401e+00	 8.55049e-02
  262	          	  8.23	 2.47721e-01	 1.61570e-02	 5.70929e-01	 3.37663e-02
  263	          	  9.34	 2.63448e+00	 1.25099e+00	 1.82448e+00	 7.73719e-01
  264	          	  9.97	 4.63760e-01	 8.06033e-02	 2.85796e+00	 8.31449e-02
  265	          	  8.47	 2.58822e-01	 1.63385e-02	 6.11049e-01	 6.80771e-02
  266	          	  7.39	 2.53865e+00	 2.72309e-03	 5.19133e+00	 9.07695e-04
  267	          	  8.67	 4.27858e-01	 1.91814e+00	 9.19386e-01	 1.18000e+00
  268	          	  8.80	 3.67863e-01	 3.17693e-02	 1.18953e+00	 2.16031e-02
  269	          	  9.16	 8.04988e-01	 2.05139e-01	 4.53357e-01	 3.82866e-01
  270	          	  9.95	 1.40697e+00	 1.03477e-01	 2.95592e+00	 9.53080e-02
  271	          	  9.29	 1.13212e+00	 2.97724e-02	 1.74632e+00	 2.23293e-02
  272	          	  9.00	 4.89400e-01	 2.88647e-02	 7.37731e-01	 5.59140e-02
  273	          	  8.95	 4.80294e-01	 2.32370e-02	 1.14302e+00	 1.43416e-02
  274	          	  8.66	 3.62281e-01	 5.51879e-02	 5.86727e-01	 1.16730e-01
  275	          	  9.62	 2.07220e-01	 5.08309e-03	 3.17948e-01	 3.06801e-02
  276	          	  9.41	 2.58265e-01	 1.92431e-02	 4.31983e-01	 3.66709e-02
  277	          	  8.87	 1.38912e+00	 5.24648e-01	 1.11967e+00	 3.50733e-01
  278	          	  8.95	 4.43808e-01	 1.36154e-02	 1.08379e+00	 6.26310e-02
  279	          	  9.52	 1.59753e+00	 5.59140e-02	 5.29753e+00	 4.59475e-01
  280	          	  8.25	 1.17337e-01	 4.35694e-03	 8.14508e-01	 1.72462e-02
  281	          	 10.06	 1.08118e+00	 2.34185e-02	 1.67529e+00	 7.17079e-02
  282	          	  9.81	 7.08699e-01	 2.26924e-02	 1.17274e+00	 6.72057e-01
  283	          	  8.48	 2.50077e-01	 1.76093e-02	 8.82465e-01	 7.08002e-02
  284	          	  9.33	 4.61204e-01	 6.04525e-02	 1.21097e+00	 7.98772e-03
  285	          	  9.05	 2.95446e-01	 1.20360e-01	 2.74694e-01	 7.37048e-02
  286	          	 10.64	 2.46245e+00	 7.73356e-02	 2.08944e+01	 4.33878e-01
  287	          	  8.11	 1.55720e-01	 4.72001e-03	 4.73174e-01	 9.44003e-03
  288	          	 10.13	 9.82054e-01	 6.42648e-02	 1.54905e+00	 1.25262e-01
  289	          	  8.08	 3.38910e-01	 1.28893e-02	 9.65116e-01	 1.12554e-02
  290	          	  9.21	 6.94866e-01	 4.08463e-02	 7.75655e-01	 3.26770e-02
  291	          	  8.57	 3.75916e-01	 1.85170e-02	 7.83247e-01	 4.35694e-02
  292	          	  9.26	 2.43052e-01	 4.73817e-02	 3.96699e-01	 5.88186e-02
  293	          	  9.04	 4.10195e-01	 8.24187e-02	 4.74568e-01	 9.22218e-02
  294	          	  9.22	 4.06016e-01	 6.97110e-02	 4.86768e-01	 1.42690e-01
  295	          	  9.91	 8.56933e-02	 2.10585e-02	 3.58915e-01	 6.04525e-02
  296	          	  7.89	 3.74780e-01	 3.34032e-02	 8.94003e-01	 8.26003e-02
  297	          	 10.07	 3.63314e-01	 2.85016e-02	 9.31676e-01	 1.56124e-02
  298	          	  9.66	 3.43563e-01	 3.63078e-03	 5.24877e-01	 5.44617e-03
  299	          	  5.55	 2.83310e-02	 9.44003e-03	 1.91788e-01	 1.30708e-02
  300	          	  8.42	 2.19752e-01	 2.26924e-02	 6.59088e-01	 4.19355e-02
  301	          	  8.70	 3.69156e-01	 3.63078e-03	 6.44936e-01	 6.53540e-03
  302	          	  7.59	 1.50901e-01	 9.44003e-03	 7.70717e-01	 3.63078e-02
  303	          	  8.98	 2.03664e+00	 8.46335e-01	 1.46863e+00	 5.58959e-01
  304	          	  8.21	 4.23676e-01	 1.16185e-02	 9.28884e-01	 1.32523e-02
  305	          	  9.46	 1.13460e+00	 4.53848e-02	 4.48532e+00	 2.21478e-01
  306	          	 10.48	 4.23186e-01	 5.62771e-02	 1.87662e+00	 5.64768e-01
  307	          	  9.64	 5.94333e-01	 9.49449e-02	 1.18631e+00	 4.88340e-02
  308	          	  6.39	 1.04253e+00	 5.68217e-02	 8.26195e+00	 1.27440e-01
  309	          	  9.06	 1.53634e-01	 1.08923e-02	 1.31393e+00	 7.09818e-02
  310	          	  8.54	 1.34484e+00	 1.10739e-02	 3.32072e+00	 3.15878e-02
  311	          	  9.14	 1.88827e+00	 3.10432e-02	 3.89492e+00	 3.98478e-01
  312	          	  9.25	 4.72978e-01	 3.28586e-02	 5.52104e-01	 3.06801e-02
  313	          	 10.09	 1.55839e-01	 1.48862e-02	 7.10903e-01	 2.41447e-02
  314	          	  6.69	 2.02761e-01	 4.59294e-02	 9.13228e-01	 3.93940e-02
  315	          	  8.44	 2.75623e-02	 1.92431e-02	 2.56314e-01	 8.51418e-02
  316	          	  8.25	 2.47544e+00	 1.01480e-01	 7.88961e+00	 9.87572e-02
  317	          	  9.85	 9.11438e-01	 8.24187e-02	 1.66434e+00	 5.40623e-01
  318	          	  9.46	 4.09875e-01	 1.37970e-02	 1.02938e+00	 4.35694e-03
  319	          	 11.23	 7.32997e+00	 1.38696e-01	 1.16331e+02	 5.06803e+00
  320	          	  9.37	 9.90481e-02	 3.26770e-02	 8.33271e-01	 8.07849e-02
  321	          	  8.50	 2.27138e-01	 2.45078e-02	 4.29728e-01	 1.85170e-02
  322	          	 10.68	 1.98506e+00	 7.82252e-01	 6.10323e+00	 1.48517e+00
  323	          	  8.69	 8.10782e-02	 2.26924e-02	 2.99389e-01	 3.46740e-01
  324	          	 10.33	 5.71626e-01	 6.71694e-03	 1.47213e+00	 6.89848e-03
