zp	lmass	Fu	e_Fu	Fr	e_Fr
  2.011	  9.68	 1.21919e+00	 6.08156e-02	 1.65461e+00	 4.82894e-02
  2.011	  9.17	 2.56704e-01	 7.69725e-02	 3.71218e-01	 1.11647e-01
  2.261	  8.85	 2.59222e-01	 1.54308e-02	 3.39103e-01	 1.15459e-01
  2.102	  9.98	 4.52660e-01	 4.81078e-02	 1.52406e+00	 2.18573e-01
  2.942	  9.99	 1.74283e+00	 6.06340e-02	 2.80039e+00	 2.71764e-01
  2.750	 10.89	 9.62164e-01	 9.87572e-02	 4.76220e+00	 6.71876e-01
  2.277	 10.63	 4.03892e-01	 7.91510e-02	 1.99890e+00	 4.98506e-01
  2.676	  9.74	 2.66041e+00	 3.70340e-02	 4.96836e+00	 2.62142e-01
  2.261	  9.42	 5.42642e-01	 4.72001e-02	 8.95724e-01	 3.01355e-02
  2.864	  9.88	 4.64242e-01	 2.19662e-02	 1.12924e+00	 6.51725e-02
  2.360	 10.64	 1.00181e+00	 3.19509e-01	 3.48017e+00	 8.93535e-01
  2.277	  9.24	 3.91373e-01	 3.39478e-02	 6.45248e-01	 3.35303e-01
  2.213	  9.26	 4.91967e-01	 5.40986e-02	 6.07793e-01	 1.01843e-01
  2.261	  9.53	 5.30087e-01	 1.54308e-02	 1.03054e+00	 5.31909e-02
  2.261	  9.56	 1.17313e+00	 1.00028e-01	 1.32564e+00	 4.52032e-01
  2.844	  9.40	 4.15779e-01	 1.81539e-02	 1.08909e+00	 5.44617e-04
  2.750	  9.85	 2.31190e-01	 4.62925e-02	 1.28286e+00	 4.80534e-01
  2.806	 10.09	 5.36437e+00	 5.50063e-02	 8.17768e+00	 1.47410e-01
  2.567	  9.06	 6.06101e-01	 6.00894e-02	 5.79788e-01	 1.05656e-01
  2.261	 10.11	 1.62180e+00	 4.86525e-02	 2.60939e+00	 6.76596e-01
  2.567	  8.98	 2.59232e-01	 2.10585e-02	 4.89545e-01	 1.18545e-01
  2.102	  9.35	 4.76863e-01	 5.91817e-02	 6.82471e-01	 3.28586e-02
  2.261	 11.12	 1.03028e+00	 2.04050e-01	 4.52424e+00	 1.05619e+00
  2.261	  9.82	 2.84497e-01	 1.53582e-01	 8.45965e-01	 3.42564e-01
  2.864	  9.42	 6.60755e-01	 1.99693e-03	 7.88889e-01	 1.50677e-02
  2.102	 10.80	 1.05817e+00	 3.46376e-01	 5.60934e+00	 3.16423e-01
  2.261	  9.04	 2.04868e-01	 2.79570e-02	 3.84267e-01	 5.13755e-02
  2.041	  9.22	 3.10646e-01	 2.86832e-02	 7.22514e-01	 1.81539e-02
  2.769	  9.72	 8.19612e-01	 4.90155e-02	 1.38412e+00	 7.46125e-02
  2.942	  9.72	 6.34965e-01	 6.35387e-03	 1.14267e+00	 2.08407e-01
  2.377	  9.81	 2.84013e-01	 3.41293e-02	 8.01811e-01	 1.60844e-01
  2.731	  9.86	 6.04946e-01	 2.52339e-02	 1.16322e+00	 7.96956e-02
  2.621	  9.79	 8.79106e-01	 4.53848e-02	 1.77729e+00	 7.57018e-02
  2.864	 10.17	 4.94759e-01	 3.15878e-02	 1.59418e+00	 2.38179e-01
  2.750	  9.33	 6.14528e-01	 4.39324e-02	 8.46876e-01	 4.06647e-02
  2.806	 10.30	 2.17562e-01	 1.72462e-02	 1.76553e+00	 1.29982e-01
  2.026	 10.29	 8.88292e-01	 5.22832e-02	 3.07790e+00	 7.40679e-02
  2.149	  9.76	 1.40141e+00	 1.30163e-01	 1.43959e+00	 8.55049e-02
  2.731	  9.48	 3.62055e-01	 2.52339e-02	 6.01515e-01	 3.73970e-02
  2.261	  9.50	 3.52939e-01	 2.43262e-02	 7.21055e-01	 3.17693e-02
  2.026	  9.41	 7.23015e-01	 3.43109e-02	 1.04132e+00	 3.86678e-02
  2.411	  9.42	 4.02926e-01	 1.96062e-02	 9.10785e-01	 2.10585e-02
  2.041	  8.83	 2.41115e-01	 6.51725e-02	 4.08285e-01	 7.46125e-02
  2.102	  9.42	 8.97387e-01	 1.07108e-02	 1.34711e+00	 2.37816e-02
  2.621	  9.63	 3.16637e-01	 1.16185e-02	 9.00953e-01	 4.33878e-02
  2.261	 10.06	 1.21592e+00	 8.02403e-02	 2.32288e+00	 1.06563e-01
  2.621	  9.21	 4.02363e-01	 8.20556e-02	 6.64081e-01	 3.77601e-02
  2.245	  9.17	 1.63885e-01	 4.81078e-02	 3.95381e-01	 1.14370e-02
  2.497	  9.59	 2.78451e-01	 2.72309e-02	 5.83568e-01	 4.35694e-02
  2.360	  9.35	 2.52349e-01	 9.44003e-03	 5.05877e-01	 4.59294e-02
  2.360	  9.71	 9.99260e-01	 4.17540e-02	 1.69080e+00	 7.18895e-02
  2.087	  8.78	 1.27050e-01	 1.99693e-03	 2.40280e-01	 9.80311e-03
  2.731	 10.32	 1.02047e+00	 8.62310e-02	 3.11991e+00	 5.10669e-01
  2.213	  9.93	 4.50402e-01	 5.48248e-02	 1.49849e+00	 1.24354e-01
  2.277	  9.81	 9.60846e-01	 1.45231e-02	 1.28120e+00	 3.23139e-02
  2.585	  9.63	 4.59907e-01	 6.55356e-02	 5.21928e-01	 1.51040e-01
  2.261	  9.19	 1.91006e-01	 1.94247e-02	 3.71029e-01	 1.68831e-02
  2.261	  9.66	 6.46243e-01	 9.09511e-02	 1.02071e+00	 2.11675e-01
  2.261	 10.58	 9.77958e-01	 9.33111e-02	 2.70939e+00	 6.54630e-01
  2.806	 11.04	 2.59585e-01	 3.01355e-02	 2.28069e+00	 1.21268e-01
  2.026	  9.63	 5.53756e-01	 6.91664e-02	 9.32443e-01	 6.93479e-02
  2.149	 10.11	 2.87020e+00	 1.19816e-02	 4.63193e+00	 9.33111e-02
  2.694	  9.39	 4.37030e-01	 1.99693e-03	 7.00940e-01	 9.98465e-03
  2.603	 10.17	 1.35810e+00	 2.70493e-02	 3.39410e+00	 4.09189e-01
  2.787	  9.83	 8.71013e-01	 5.80925e-03	 1.65060e+00	 2.59601e-02
  2.462	  9.28	 8.44135e-01	 2.34185e-02	 1.01486e+00	 2.66862e-02
  2.394	  9.09	 5.24096e-01	 2.55970e-02	 6.72493e-01	 3.66709e-02
  2.922	  9.55	 2.84327e-01	 1.30708e-02	 6.51173e-01	 5.68217e-02
  2.072	  9.23	 7.71392e-01	 1.10739e-02	 1.06745e+00	 5.44617e-02
  2.479	  9.20	 5.01044e-01	 6.71694e-03	 6.89260e-01	 3.32216e-02
  2.864	 10.09	 7.30963e-01	 1.30708e-02	 2.31283e+00	 4.42955e-02
  2.261	  9.35	 2.92274e-01	 2.79570e-02	 6.46413e-01	 2.08770e-02
  2.787	  9.65	 3.37066e-01	 3.57632e-02	 1.13692e+00	 1.49407e-01
  2.261	  9.98	 9.30275e-01	 7.62464e-03	 2.15573e+00	 9.07695e-03
  2.902	  9.71	 4.77092e-01	 2.54155e-02	 9.88044e-01	 7.11633e-02
  2.343	  9.40	 2.61449e-01	 1.57939e-02	 6.41501e-01	 2.97724e-02
  2.550	  9.20	 2.56268e-01	 9.07695e-03	 3.70405e-01	 4.01201e-02
  2.567	  9.11	 7.94124e-01	 2.06954e-02	 9.02674e-01	 1.94065e-01
  2.026	 11.23	 1.12717e+00	 4.24983e-01	 7.31486e+00	 6.22860e-01
  2.462	  8.79	 1.01378e-01	 7.08002e-03	 1.62560e-01	 2.10585e-02
  2.261	  8.84	 1.67400e-01	 2.79570e-02	 2.78851e-01	 2.88647e-02
  2.731	  9.51	 9.29353e-01	 2.72309e-02	 1.65664e+00	 3.93940e-02
  2.883	  9.44	 4.74579e-01	 2.36001e-03	 1.36692e+00	 5.35540e-02
  2.133	  9.45	 5.03168e-01	 2.72309e-03	 9.22505e-01	 1.30708e-02
  2.133	  9.61	 7.68408e-01	 8.98618e-02	 1.02989e+00	 4.19355e-02
  2.639	 10.16	 1.06309e+00	 1.21631e-02	 2.59672e+00	 5.44617e-02
  2.072	 10.46	 2.55404e+00	 1.06019e-01	 4.72292e+00	 1.01843e-01
  2.550	  9.60	 5.82831e-01	 3.32216e-02	 1.20477e+00	 1.10376e-01
  2.277	  9.81	 8.67637e-01	 4.61109e-02	 1.54423e+00	 5.41712e-01
  2.072	 10.32	 9.92597e-01	 1.96607e-01	 2.66578e+00	 1.12917e-01
  2.961	  9.86	 1.14477e+00	 6.09971e-02	 1.17088e+00	 2.72672e-01
  2.883	  9.86	 5.32690e-01	 1.59754e-02	 1.28560e+00	 8.69572e-02
  2.585	  9.54	 2.21067e-01	 1.99693e-02	 5.43259e-01	 6.04525e-02
  2.026	  9.39	 3.84830e-01	 2.17847e-02	 8.01175e-01	 2.10585e-02
  2.181	  9.95	 2.16194e-01	 3.72155e-02	 8.38184e-01	 1.08197e-01
  2.694	 10.68	 1.64506e+00	 7.60649e-02	 4.80781e+00	 9.73049e-02
  2.213	  9.89	 9.97855e-01	 5.08309e-02	 1.81029e+00	 1.02570e-01
  2.676	  9.80	 5.77701e-01	 3.86678e-02	 1.44474e+00	 5.21925e-01
  2.731	  9.79	 6.78230e-01	 1.65201e-02	 1.49465e+00	 4.42955e-02
  2.462	 10.02	 1.34701e+00	 6.98925e-02	 2.38212e+00	 8.31449e-02
  2.261	  9.28	 1.39444e-01	 1.86985e-02	 4.06582e-01	 1.77908e-02
  2.102	 10.17	 4.57159e-01	 6.39017e-02	 1.53668e+00	 4.42774e-01
  2.261	  9.27	 8.06153e-01	 7.60649e-02	 9.01207e-01	 2.79570e-02
  2.411	  9.15	 2.10885e-01	 5.66402e-02	 4.47250e-01	 1.47047e-02
  2.245	  9.95	 1.21229e+00	 4.15906e-01	 2.30084e+00	 1.04748e+00
  2.277	  9.17	 3.14736e-01	 4.12094e-02	 4.91677e-01	 6.98925e-02
  2.922	  9.35	 2.08882e-01	 3.08616e-03	 4.07018e-01	 4.99232e-02
  2.102	  8.88	 6.52626e-01	 1.86985e-02	 6.75568e-01	 1.06200e-01
  2.639	  9.90	 7.23989e-01	 3.93940e-02	 1.63824e+00	 5.95448e-02
  2.769	 10.02	 1.37802e+00	 3.81232e-03	 2.68063e+00	 3.75786e-02
  2.514	 10.07	 2.63644e+00	 8.98618e-02	 3.63100e+00	 7.98590e-01
  2.360	  9.23	 2.57159e-01	 8.89541e-03	 4.29670e-01	 3.41293e-02
  2.694	  9.45	 4.93924e-01	 1.43416e-02	 7.17337e-01	 1.07471e-01
  2.229	  9.52	 5.42947e-01	 5.08309e-03	 1.04038e+00	 1.23447e-02
  2.514	 10.40	 4.08074e-01	 4.22986e-02	 1.85929e+00	 1.53945e-01
  2.261	  9.72	 8.00406e-01	 1.28893e-02	 1.34996e+00	 7.35233e-02
  2.657	  8.80	 8.99871e-02	 2.72309e-03	 2.16741e-01	 1.07108e-02
  2.750	 10.30	 1.02878e+00	 2.66862e-02	 2.44493e+00	 6.73510e-02
  2.750	  9.88	 3.50811e-01	 3.34032e-02	 9.52401e-01	 3.06075e-01
  2.750	 10.09	 1.14380e+00	 5.06494e-02	 2.52027e+00	 5.64586e-02
  2.864	 10.20	 2.93868e-01	 1.27077e-02	 1.50898e+00	 3.17330e-01
  2.961	  8.77	 1.62479e-01	 2.54155e-03	 2.56839e-01	 5.26463e-02
  2.787	  9.82	 5.21482e-01	 3.26770e-03	 1.40936e+00	 1.23447e-02
  2.567	  9.32	 2.23578e-01	 1.18000e-02	 4.37839e-01	 3.55816e-02
  2.825	  9.32	 4.23218e-01	 5.99079e-03	 9.52002e-01	 3.44924e-03
  2.118	 10.34	 1.23035e+00	 2.23838e-01	 2.57510e+00	 1.83536e-01
  2.942	 10.69	 4.99363e-01	 1.07108e-02	 1.87446e+00	 2.31462e-01
  2.883	  9.20	 1.35921e-01	 1.45231e-03	 2.27062e-01	 1.23447e-02
  2.102	  9.86	 2.34320e-01	 5.22832e-02	 7.21581e-01	 2.11493e-01
  2.694	 10.00	 1.36349e+00	 7.26156e-03	 2.66773e+00	 3.88494e-02
  2.056	  8.62	 1.53065e-01	 9.44003e-03	 2.11839e-01	 1.37970e-02
  2.360	  8.76	 1.20999e-01	 3.72155e-02	 2.38406e-01	 4.08463e-02
  2.585	  8.96	 3.25408e-01	 4.22986e-02	 3.86903e-01	 9.91203e-02
  2.603	  9.87	 9.47296e-01	 3.57632e-02	 1.80811e+00	 4.84709e-02
  2.585	  9.69	 2.57138e-01	 1.74277e-02	 7.06303e-01	 3.86678e-02
  2.133	  9.47	 6.07549e-01	 6.69879e-02	 1.07469e+00	 1.05111e-01
  2.360	 10.51	 8.29027e-01	 4.17540e-02	 3.00051e+00	 1.07834e-01
  2.245	  9.27	 3.41004e-01	 1.43416e-02	 5.73456e-01	 5.26463e-03
  2.769	  9.50	 5.46382e-01	 4.08463e-02	 8.78264e-01	 1.97878e-02
  2.245	  9.54	 6.05200e-01	 1.50677e-02	 9.32352e-01	 3.46740e-02
  2.639	  9.63	 9.52866e-01	 3.57632e-02	 1.52677e+00	 7.47941e-02
  2.181	  9.19	 2.07224e-01	 1.83354e-02	 4.93953e-01	 3.72155e-02
  2.567	 10.95	 4.53368e+00	 1.75911e-01	 1.03437e+01	 3.88130e-01
  2.343	  9.08	 5.61010e-01	 1.50677e-02	 6.14680e-01	 3.18964e-01
  2.411	 10.40	 2.06023e-01	 7.93326e-02	 9.08824e-01	 3.29493e-01
  2.961	 10.04	 5.84519e-01	 5.99079e-03	 9.62672e-01	 1.74459e-01
  2.750	  9.06	 6.54430e-01	 1.81539e-03	 9.98995e-01	 1.08923e-03
  2.750	  9.79	 8.74005e-01	 9.62157e-03	 1.57218e+00	 2.85016e-02
  2.310	 10.07	 8.56203e-01	 9.13141e-02	 1.82630e+00	 4.80534e-01
  2.731	  8.87	 1.89468e-01	 1.08923e-03	 4.15772e-01	 2.36001e-03
  2.694	  9.04	 2.70060e-01	 8.35080e-03	 7.38867e-01	 1.56487e-01
  2.585	  8.92	 3.59623e-01	 8.35080e-03	 3.84434e-01	 8.06033e-02
  2.750	  9.12	 2.37306e-01	 2.45078e-02	 3.37921e-01	 3.06801e-02
  2.961	  9.19	 1.88968e-01	 7.26156e-03	 3.41794e-01	 7.98772e-03
  2.883	  9.27	 3.77634e-01	 1.41600e-02	 5.67357e-01	 6.53540e-03
  2.961	  9.78	 4.87185e-01	 1.34339e-02	 1.11652e+00	 2.53792e-01
  2.514	  9.47	 4.23861e-01	 2.59601e-02	 5.45492e-01	 5.80925e-02
  2.261	  9.73	 9.65479e-01	 2.41447e-02	 1.64499e+00	 1.40693e-01
  2.922	  9.65	 1.32357e-01	 2.95909e-02	 4.32912e-01	 7.15264e-02
  2.864	 10.04	 1.52422e+00	 6.48094e-02	 2.44664e+00	 1.30890e-01
  2.327	  8.89	 4.55717e-01	 1.59754e-02	 4.88405e-01	 1.48862e-02
  2.229	 11.12	 2.08284e-01	 8.49603e-02	 1.54624e+00	 9.46908e-01
  2.261	  9.98	 1.18884e+00	 1.88801e-02	 2.42465e+00	 2.23293e-02
  2.149	  8.81	 1.38672e-01	 3.63078e-02	 1.80191e-01	 5.37356e-02
  2.731	 10.62	 4.08125e-01	 2.43262e-02	 1.70546e+00	 2.02779e-01
  2.462	  9.65	 1.73680e+00	 8.94987e-02	 2.10891e+00	 3.46740e-02
  2.261	  9.29	 2.73952e-01	 1.16185e-02	 4.79957e-01	 2.10585e-01
  2.261	  9.44	 6.27181e-01	 1.07653e-01	 8.84124e-01	 4.24801e-02
  2.360	  8.91	 1.50425e-01	 2.36001e-03	 2.38346e-01	 1.19816e-02
  2.621	  8.97	 1.38823e-01	 9.25849e-03	 2.60858e-01	 2.55970e-02
  2.922	 10.23	 1.36841e+00	 2.72309e-02	 4.08840e+00	 1.01644e+00
  2.261	  9.33	 1.75482e-01	 1.07108e-01	 3.47095e-01	 2.31825e-01
  2.731	 10.46	 1.67131e+00	 8.62310e-02	 3.96942e+00	 2.75939e-02
  2.197	 10.48	 2.23721e-01	 8.89541e-02	 1.39072e+00	 3.57087e-01
  2.883	  9.66	 7.60790e-01	 3.77601e-02	 1.03840e+00	 7.98772e-02
  2.479	 11.25	 8.72222e-01	 4.52032e-02	 7.82070e+00	 2.78481e-01
  2.245	  9.04	 9.34864e-02	 7.44310e-03	 1.87992e-01	 1.05293e-02
  2.550	  9.48	 5.58537e-01	 5.53694e-02	 8.53070e-01	 1.04748e-01
  2.411	  9.39	 2.68802e-01	 1.39785e-02	 3.64429e-01	 1.27440e-01
  2.567	  8.72	 1.12718e-01	 1.90616e-02	 1.93677e-01	 5.59140e-02
  2.261	  9.36	 1.60794e-01	 8.62310e-02	 4.57264e-01	 2.27650e-01
  2.261	  9.71	 5.90408e-01	 3.41293e-02	 1.10973e+00	 5.01048e-02
  2.750	  9.36	 3.84590e-01	 1.39785e-02	 6.22839e-01	 1.76274e-01
  2.261	 10.09	 1.32444e+00	 2.06954e-02	 2.73920e+00	 2.30555e-02
  2.056	  9.85	 1.26253e-01	 3.93940e-02	 6.56235e-01	 8.16926e-02
  2.479	 10.18	 2.32213e-01	 4.48401e-02	 1.22562e+00	 1.41419e-01
  2.428	  8.85	 1.52490e-01	 5.80925e-03	 1.72788e-01	 2.08770e-02
  2.277	  9.46	 8.46684e-01	 2.21478e-02	 1.03876e+00	 2.54155e-02
  2.479	  9.27	 2.87409e-01	 1.72462e-02	 5.07997e-01	 9.85757e-02
  2.343	  9.37	 4.06048e-01	 4.72001e-03	 7.35019e-01	 1.57939e-02
  2.961	  9.84	 8.31750e-01	 3.90309e-02	 1.42072e+00	 4.81623e-01
  2.497	 10.81	 1.37375e+00	 1.46865e-01	 6.99771e+00	 5.37174e-01
  2.550	  8.86	 1.48727e-01	 5.26463e-03	 1.97580e-01	 3.01355e-02
  2.657	 10.02	 3.62395e-01	 2.32370e-02	 9.69647e-01	 6.84402e-02
  2.864	  8.99	 4.49538e-01	 3.03170e-02	 4.44150e-01	 2.06954e-02
  2.750	  8.97	 1.49651e-01	 1.43416e-02	 3.32249e-01	 6.17233e-03
  2.550	  9.25	 3.52825e-01	 3.19509e-02	 4.55830e-01	 5.46432e-02
  2.676	  9.30	 5.17078e-01	 2.21478e-02	 9.07895e-01	 1.39785e-02
  2.411	 10.11	 1.40140e+00	 2.06591e-01	 2.37730e+00	 5.04678e-02
  2.229	  8.15	 4.83529e-02	 5.99079e-03	 1.02088e-01	 1.92431e-02
  2.149	  9.77	 7.29366e-01	 1.67016e-02	 1.60882e+00	 2.45078e-02
  2.567	  9.59	 4.06883e-01	 7.53387e-02	 5.73932e-01	 2.15850e-01
  2.922	  9.89	 3.82463e-01	 8.89541e-03	 8.86470e-01	 9.62157e-03
  2.261	  9.28	 5.76147e-01	 1.20179e-01	 4.41797e-01	 9.54895e-02
  2.294	  9.11	 3.14777e-01	 3.08616e-03	 3.92368e-01	 1.63385e-03
  2.883	 10.49	 2.45367e-01	 1.72462e-02	 1.13111e+00	 4.52032e-02
  2.922	  9.55	 1.67164e-01	 7.98772e-03	 3.55760e-01	 2.01508e-02
  2.011	  9.96	 1.19619e+00	 4.06647e-02	 2.02687e+00	 6.04525e-02
  2.825	  9.27	 3.04704e-01	 8.53233e-03	 3.60508e-01	 4.17540e-03
  2.902	 10.40	 4.36108e-01	 1.61570e-02	 1.29217e+00	 7.00741e-02
  2.922	  9.46	 3.91776e-01	 9.44003e-03	 6.15777e-01	 1.47047e-02
  2.603	  9.26	 6.43908e-01	 9.07695e-03	 9.60744e-01	 2.45078e-02
  2.844	  9.47	 3.73564e-01	 1.07108e-02	 7.52900e-01	 3.99386e-03
  2.769	 10.06	 9.93421e-01	 5.64586e-02	 2.93823e+00	 4.36601e-01
  2.639	  9.27	 2.55461e-01	 1.70647e-02	 6.15918e-01	 4.26617e-02
  2.694	  9.85	 5.62266e-01	 9.80311e-03	 7.56618e-01	 6.37202e-02
  2.261	  9.70	 4.62710e-01	 2.65047e-02	 7.39180e-01	 2.58875e-01
  2.102	  8.53	 7.21777e-02	 5.99079e-03	 1.71206e-01	 1.05293e-02
  2.922	  9.08	 2.82799e-01	 3.63078e-03	 4.46510e-01	 5.64586e-02
  2.497	  9.32	 2.38242e-01	 2.77755e-02	 4.55216e-01	 4.57478e-02
  2.922	 10.14	 5.47177e-01	 1.92431e-02	 2.01050e+00	 5.10125e-02
  2.621	  8.83	 4.17413e-01	 5.62771e-03	 5.19761e-01	 3.03170e-02
  2.942	  9.10	 1.46711e-01	 2.26924e-02	 1.64689e-01	 1.32523e-02
  2.261	  8.69	 8.54014e-02	 1.36154e-02	 1.51810e-01	 8.53233e-03
  2.657	  9.34	 3.21719e-01	 3.37663e-02	 4.47606e-01	 1.70465e-01
  2.694	  9.11	 1.17169e-01	 1.81539e-02	 1.71376e-01	 3.83047e-02
  2.731	 10.92	 5.92787e-01	 2.54155e-02	 2.62740e+00	 7.76987e-02
  2.567	 10.30	 3.34280e-01	 4.86525e-02	 1.24453e+00	 2.05684e-01
