zp	lmass	Fu	e_Fu	Fr	e_Fr
  1.491	 10.77	 2.27025e+00	 2.25653e-01	 8.87123e+00	 2.59601e-01
  1.358	  9.20	 3.89793e-01	 1.08923e-01	 4.87026e-01	 4.22986e-02
  1.177	  9.12	 5.74800e-01	 4.04832e-02	 9.63900e-01	 1.47410e-01
  1.243	  8.60	 4.11044e-01	 4.73817e-02	 5.86440e-01	 1.01480e-01
  1.981	 10.91	 1.08847e+00	 2.28013e-01	 4.29333e+00	 2.37453e-01
  1.879	 10.94	 1.02153e+00	 2.70130e-01	 3.35634e+00	 3.56180e-01
  1.491	  9.39	 7.52693e-01	 5.84556e-02	 1.16691e+00	 6.26310e-02
  1.188	  8.86	 2.58971e-01	 3.59447e-02	 5.07398e-01	 3.77601e-02
  1.166	  8.87	 7.36072e-01	 2.63232e-02	 1.18488e+00	 4.30247e-02
  1.580	  9.13	 7.54353e-01	 1.35247e-01	 9.43673e-01	 1.03659e-01
  1.199	  8.62	 4.47690e-01	 1.16911e-01	 4.27484e-01	 7.80618e-02
  1.199	  9.00	 3.47376e-01	 8.58680e-02	 6.22316e-01	 1.02025e-01
  1.177	  8.53	 3.06906e-01	 1.67016e-02	 4.04741e-01	 2.17847e-02
  1.358	  9.18	 8.95488e-01	 1.77727e-01	 1.33954e+00	 1.37970e-01
  1.864	  9.43	 3.76232e-01	 2.81385e-02	 6.49027e-01	 6.73510e-02
  1.041	  8.73	 1.77199e-01	 2.30555e-02	 2.65616e-01	 3.32216e-02
  1.466	 10.94	 5.96987e-01	 1.88619e-01	 4.98840e+00	 5.61137e-01
  1.725	 10.15	 1.43792e+00	 1.98241e-01	 3.42209e+00	 2.10404e-01
  1.221	 10.78	 1.49645e+00	 6.39017e-02	 1.09948e+01	 2.01508e-01
  1.836	  9.49	 2.50591e-01	 3.08616e-02	 5.92896e-01	 1.12554e-01
  1.554	  9.57	 2.24139e+00	 1.38877e-01	 5.68671e+00	 2.08407e-01
  1.210	 10.43	 3.16897e-01	 3.63078e-02	 1.69822e+00	 6.16870e-01
  1.430	 10.90	 1.80195e+00	 7.74264e-01	 3.36446e+00	 5.45888e-01
  1.113	 10.67	 1.76623e+00	 9.51265e-02	 9.35503e+00	 7.94052e-01
  1.113	  8.80	 3.05603e-01	 2.17847e-02	 6.47778e-01	 4.44771e-02
  1.698	  9.74	 1.04566e+00	 1.58302e-01	 1.88826e+00	 9.34926e-02
  1.394	  9.98	 1.41699e+00	 5.39171e-02	 4.47904e+00	 5.40442e-01
  1.082	  9.30	 5.78180e-01	 8.45972e-02	 1.69919e+00	 9.91203e-02
  1.335	  9.17	 9.42667e-01	 1.04748e-01	 1.44308e+00	 4.39324e-02
  1.000	  8.77	 3.98892e-01	 1.30708e-02	 1.03549e+00	 3.81232e-02
  1.516	  8.76	 6.67621e-01	 1.06563e-01	 7.26733e-01	 7.49756e-02
  1.166	  9.92	 5.04138e-01	 3.21324e-02	 1.90943e+00	 1.18363e-01
  1.092	  8.61	 3.88737e-01	 1.18000e-02	 7.03645e-01	 6.17233e-03
  1.255	 10.08	 3.50130e-01	 3.92124e-02	 2.44336e+00	 2.15124e-01
  1.370	 10.53	 1.52285e+00	 2.74305e-01	 6.37289e+00	 9.97194e-01
  1.541	  9.95	 1.40697e+00	 1.03477e-01	 2.95592e+00	 9.53080e-02
  1.323	  9.29	 1.13212e+00	 2.97724e-02	 1.74632e+00	 2.23293e-02
  1.113	  9.00	 4.89400e-01	 2.88647e-02	 7.37731e-01	 5.59140e-02
  1.092	  8.95	 4.80294e-01	 2.32370e-02	 1.14302e+00	 1.43416e-02
  1.370	  8.66	 3.62281e-01	 5.51879e-02	 5.86727e-01	 1.16730e-01
  1.981	  9.41	 2.58265e-01	 1.92431e-02	 4.31983e-01	 3.66709e-02
  1.752	 10.06	 1.08118e+00	 2.34185e-02	 1.67529e+00	 7.17079e-02
  1.000	  8.48	 2.50077e-01	 1.76093e-02	 8.82465e-01	 7.08002e-02
  1.188	  9.33	 4.61204e-01	 6.04525e-02	 1.21097e+00	 7.98772e-03
  1.951	  9.21	 6.94866e-01	 4.08463e-02	 7.75655e-01	 3.26770e-02
  1.712	  9.26	 2.43052e-01	 4.73817e-02	 3.96699e-01	 5.88186e-02
  1.370	  9.04	 4.10195e-01	 8.24187e-02	 4.74568e-01	 9.22218e-02
  1.529	  9.22	 4.06016e-01	 6.97110e-02	 4.86768e-01	 1.42690e-01
  1.092	  8.70	 3.69156e-01	 3.63078e-03	 6.44936e-01	 6.53540e-03
  1.752	  9.64	 5.94333e-01	 9.49449e-02	 1.18631e+00	 4.88340e-02
  1.712	  9.25	 4.72978e-01	 3.28586e-02	 5.52104e-01	 3.06801e-02
  1.010	  8.50	 2.27138e-01	 2.45078e-02	 4.29728e-01	 1.85170e-02
  1.685	 10.68	 1.98506e+00	 7.82252e-01	 6.10323e+00	 1.48517e+00
  1.103	 10.46	 1.29613e+00	 4.99232e-02	 6.22777e+00	 3.46921e-01
  1.221	  8.31	 2.29600e-01	 7.93326e-02	 2.98887e-01	 4.41140e-02
  1.113	  8.55	 2.29108e-01	 2.21478e-02	 3.77038e-01	 4.03017e-02
  1.103	 10.48	 1.35148e+00	 7.22525e-02	 6.87739e+00	 5.29186e-01
  1.103	  9.35	 1.01548e+00	 2.66862e-02	 2.01601e+00	 3.52186e-02
  1.836	 10.01	 1.11206e+00	 1.31434e-01	 1.52231e+00	 6.26310e-02
  1.020	  9.31	 3.00542e-01	 4.13909e-02	 1.25498e+00	 3.77601e-02
  1.394	  9.16	 3.82546e-01	 3.28586e-02	 6.38996e-01	 3.68343e-01
  1.808	  9.33	 4.71392e-01	 8.67757e-02	 7.26998e-01	 5.60956e-02
  1.177	  9.31	 2.43648e-01	 5.33725e-02	 4.39096e-01	 1.15096e-01
  1.020	  9.23	 4.75549e-01	 3.06801e-02	 1.27137e+00	 9.80311e-03
  1.041	  9.33	 6.73528e-01	 2.50524e-02	 1.62974e+00	 2.23293e-02
  1.010	 11.06	 4.94966e-01	 1.92431e-02	 4.02813e+00	 8.84458e-01
  1.323	  9.66	 1.86061e+00	 6.19048e-02	 3.23143e+00	 3.46740e-02
  1.103	  9.19	 1.08373e+00	 3.26770e-03	 2.07484e+00	 6.17233e-03
  1.166	  9.04	 2.98543e-01	 8.89541e-03	 5.80486e-01	 1.08923e-02
  1.255	  9.55	 1.16299e-02	 4.53848e-03	 1.69564e-01	 6.09971e-02
  1.103	  8.95	 2.11943e+00	 2.17847e-03	 2.36126e+00	 5.44617e-04
  1.346	 10.17	 8.81713e-01	 1.32342e-01	 2.60937e+00	 3.88130e-01
  1.323	  9.06	 3.53448e-01	 1.21631e-01	 5.23646e-01	 9.47634e-02
  1.199	 10.30	 7.18797e-01	 1.87348e-01	 4.12740e+00	 1.56723e+00
  1.255	  9.13	 5.75965e-01	 2.77755e-02	 8.92773e-01	 7.58833e-02
  1.210	  9.30	 9.46196e-02	 1.45231e-03	 2.89712e-01	 9.25849e-03
  1.346	 10.11	 3.24677e+00	 2.47075e-01	 7.42792e+00	 6.03073e-01
  1.199	  9.77	 4.67775e-01	 6.51725e-02	 1.63753e+00	 5.04678e-02
  1.893	 10.11	 3.88083e-01	 3.01355e-02	 1.36733e+00	 1.17274e-01
  1.382	  8.69	 4.43754e-01	 1.21087e-01	 7.53452e-01	 7.49756e-02
  1.382	  9.77	 1.16304e+00	 1.14551e-01	 1.65539e+00	 5.75116e-01
  1.466	  9.80	 4.94218e-01	 2.48708e-02	 1.16844e+00	 6.12150e-01
  1.113	  9.18	 2.28949e-01	 2.25108e-02	 8.53869e-01	 1.01662e-02
  1.177	  8.80	 5.39617e-01	 3.17693e-02	 1.19186e+00	 6.02710e-02
  1.232	  8.44	 2.65326e-01	 2.79570e-02	 5.60839e-01	 5.35540e-02
  1.605	 11.07	 3.65140e+00	 2.65410e-01	 1.59352e+01	 6.22860e-01
  1.358	 10.36	 1.14193e+00	 8.75018e-02	 4.92748e+00	 6.69153e-01
  1.092	 10.61	 2.36519e+00	 1.18182e-01	 1.23254e+01	 5.47159e-01
  1.177	  9.57	 9.39679e-01	 8.60495e-02	 2.50940e+00	 3.07709e-01
  1.966	  9.21	 5.49820e-01	 2.48708e-02	 5.14790e-01	 7.57018e-02
  1.020	  8.60	 2.59697e-01	 1.68831e-02	 4.35607e-01	 2.63232e-02
  1.255	  9.48	 9.17687e-02	 4.72001e-02	 4.24841e-01	 3.16604e-01
  1.645	  9.62	 5.90623e-01	 1.99693e-02	 1.49778e+00	 1.90434e-01
  1.071	  8.54	 1.97147e-01	 1.79724e-02	 6.36774e-01	 9.05880e-02
  1.312	  9.15	 2.47367e-01	 5.93633e-02	 4.05290e-01	 2.47256e-01
  1.082	  8.75	 3.03371e-01	 9.25849e-03	 7.36275e-01	 3.44924e-03
  1.166	  9.77	 7.71969e-01	 3.92124e-02	 2.95445e+00	 8.82280e-02
  1.156	  9.75	 1.26495e+00	 6.28125e-02	 3.44864e+00	 1.31071e-01
  1.010	  8.87	 7.05559e-01	 2.14216e-02	 1.25684e+00	 1.52493e-02
  1.893	  9.47	 6.98515e-01	 7.44310e-02	 9.44431e-01	 6.62617e-02
  1.951	 10.91	 6.68852e+00	 1.41818e+00	 1.73360e+01	 1.76202e+00
  1.177	  9.04	 1.77365e-01	 4.10278e-02	 3.04272e-01	 8.75018e-02
  1.442	  9.31	 3.03269e-01	 1.18000e-02	 4.12155e-01	 1.00573e-01
  1.382	 10.74	 8.36851e-01	 4.73817e-02	 4.22982e+00	 3.59629e-01
  1.529	  9.87	 3.33768e-01	 1.50677e-02	 1.37406e+00	 3.72700e-01
  1.698	  9.69	 1.35949e+00	 6.37202e-02	 1.93928e+00	 1.09105e-01
  1.808	  9.52	 7.02491e-01	 5.70033e-02	 1.11171e+00	 4.08463e-02
  1.199	  8.88	 4.40675e-01	 7.15264e-02	 5.23588e-01	 1.65201e-02
  1.051	 10.02	 2.58247e+00	 1.12736e-01	 8.61947e+00	 1.85714e-01
  1.822	 10.61	 1.45413e+00	 1.29074e-01	 3.93366e+00	 2.97542e-01
  1.951	  9.71	 2.66122e+00	 4.01201e-02	 2.85160e+00	 1.03114e-01
  1.516	  9.77	 1.85379e+00	 8.20556e-02	 2.12862e+00	 2.74850e-01
  1.323	  9.03	 4.52867e-01	 3.50370e-02	 8.24568e-01	 1.24536e-01
  1.323	  9.37	 7.01107e-01	 6.20863e-02	 1.32021e+00	 1.76637e-01
  1.010	  8.92	 4.96074e-01	 2.79570e-02	 9.17618e-01	 3.81232e-02
  1.516	 10.22	 4.72383e-01	 1.05656e-01	 1.28267e+00	 1.10920e-01
  1.266	 11.13	 2.32707e+00	 1.65019e-01	 1.86575e+01	 1.29219e+00
  1.210	  8.95	 3.10911e-01	 9.85757e-02	 5.08113e-01	 7.86064e-02
  1.082	 10.01	 1.53445e+00	 5.93633e-02	 4.44956e+00	 1.41964e-01
  1.124	 10.09	 5.18944e-01	 5.31909e-02	 3.23703e+00	 3.04804e-01
  1.346	  9.29	 7.06034e-01	 3.32943e-01	 1.20361e+00	 1.31979e-01
  1.592	  9.36	 5.20854e-01	 1.04022e-01	 1.05183e+00	 8.13295e-02
  1.188	  8.67	 1.78042e-01	 4.81078e-02	 4.97094e-01	 1.59754e-02
  1.113	  8.87	 3.23048e-01	 1.83354e-02	 6.87557e-01	 4.35694e-03
  1.430	  9.41	 7.57192e-01	 1.61388e-01	 1.42777e+00	 1.02388e-01
  1.124	  9.21	 7.05450e-01	 2.45078e-02	 1.39715e+00	 4.93786e-02
  1.808	  9.11	 1.68165e+00	 1.30890e-01	 1.23675e+00	 2.37272e-01
  1.030	 10.70	 1.88655e+00	 1.02206e-01	 9.20969e+00	 2.37635e-01
  1.592	 10.48	 3.31337e+00	 2.15668e-01	 1.02051e+01	 3.43109e-01
  1.277	  9.62	 1.23811e+00	 3.72155e-02	 2.23730e+00	 2.97724e-02
  1.041	  9.52	 9.60759e-01	 3.83047e-02	 2.71192e+00	 2.10585e-02
  1.698	  8.82	 8.37755e-01	 1.31797e-01	 9.24669e-01	 1.09286e-01
  1.266	  9.13	 2.98288e-01	 1.76093e-02	 4.91226e-01	 2.74124e-02
  1.041	 10.12	 1.95980e+00	 8.44156e-02	 6.04899e+00	 1.17093e-01
  1.937	  9.39	 5.42076e-01	 2.45078e-02	 7.33904e-01	 2.92278e-02
  1.504	  9.47	 1.71461e+00	 6.60802e-02	 2.84950e+00	 5.79109e-02
  1.406	 10.19	 3.54456e-01	 1.02933e-01	 1.70555e+00	 4.06466e-01
  1.255	  9.19	 4.21316e-01	 6.62617e-02	 8.33282e-01	 2.17847e-02
  1.030	 10.63	 3.23145e+00	 1.83717e-01	 1.71063e+01	 4.65466e-01
  1.937	 10.43	 1.28181e+00	 9.49449e-02	 2.39387e+00	 9.78495e-02
  1.300	  9.35	 9.38426e-01	 7.15264e-02	 1.41095e+00	 1.12010e-01
  1.382	  9.86	 8.14224e-01	 4.30247e-02	 1.60029e+00	 7.81162e-01
  1.430	  9.09	 3.41634e-01	 1.30708e-02	 5.72647e-01	 4.91971e-02
  1.554	  9.74	 1.89256e+00	 2.51250e-01	 2.94070e+00	 1.89890e-01
  1.466	  9.56	 2.82577e-01	 8.65941e-02	 6.14582e-01	 4.03017e-02
  1.346	  9.72	 1.31026e+00	 3.65983e-01	 2.58502e+00	 3.19690e-01
  1.156	  9.35	 1.50284e-01	 9.47634e-02	 3.84954e-01	 1.62114e-01
  1.794	  9.30	 8.55230e-01	 6.51725e-02	 9.14750e-01	 9.56711e-02
  1.277	  9.23	 3.51368e-01	 1.06745e-01	 4.87541e-01	 4.22986e-02
  1.698	  9.09	 5.01901e-01	 5.13755e-02	 4.86931e-01	 6.69879e-02
  1.177	  9.45	 2.03857e-01	 2.75939e-02	 6.43973e-01	 2.70493e-02
  1.712	  9.19	 4.58862e-01	 7.46125e-02	 6.75213e-01	 2.57785e-02
  1.061	 10.96	 5.56602e+00	 0.00000e+00	 3.40640e+01	 0.00000e+00
  1.020	  8.79	 1.29953e-01	 2.03324e-02	 3.18916e-01	 3.83047e-02
  1.658	  9.80	 2.94335e+00	 4.28251e-01	 4.03216e+00	 4.50943e-01
  1.479	 10.05	 5.32367e-01	 1.09468e-01	 1.09738e+00	 8.27818e-02
  1.394	  9.69	 1.10003e+00	 9.69418e-02	 2.40730e+00	 1.38333e-01
  1.221	  9.98	 3.15754e-01	 2.16031e-02	 1.89339e+00	 1.50314e-01
  1.808	  9.36	 1.08105e+00	 2.03324e-02	 1.72887e+00	 6.97110e-02
  1.580	  9.04	 4.89905e-01	 7.69725e-02	 6.89856e-01	 8.26003e-02
  1.210	  9.57	 1.02367e+00	 4.75632e-02	 2.28048e+00	 6.00894e-02
  1.966	  9.63	 2.55150e-01	 5.80925e-02	 5.30951e-01	 9.53080e-02
  1.466	  9.54	 1.48092e+00	 1.01299e-01	 2.07825e+00	 4.91971e-02
  1.996	  9.58	 3.31422e-01	 1.37970e-02	 4.53862e-01	 3.66709e-02
  1.479	  9.15	 4.78922e-01	 1.30163e-01	 8.16025e-01	 9.34926e-02
  1.124	  9.66	 1.73242e+00	 7.26156e-02	 4.61588e+00	 7.44310e-02
  1.010	 10.57	 2.16410e+00	 7.00741e-02	 1.29004e+01	 9.11326e-02
  1.698	  9.55	 9.05342e-01	 1.23265e-01	 1.47320e+00	 4.66555e-02
  1.908	  9.50	 4.16512e-01	 1.04022e-01	 6.86733e-01	 8.06033e-02
  1.103	 10.00	 1.60972e+00	 4.39324e-02	 5.81662e+00	 4.72001e-02
  1.479	  9.80	 2.38009e+00	 3.16604e-01	 4.05279e+00	 2.04050e-01
  1.092	  8.51	 2.26955e-01	 3.26770e-03	 3.67911e-01	 1.07108e-02
  1.188	  9.66	 1.29629e+00	 1.01117e-01	 3.61677e+00	 8.22372e-02
  1.346	  9.68	 1.46429e+00	 1.76637e-01	 3.35287e+00	 1.59210e-01
  1.739	  9.42	 5.68021e-01	 6.40833e-02	 9.95890e-01	 3.24955e-02
  1.092	  8.83	 5.94460e-01	 1.88801e-02	 9.39878e-01	 1.85170e-02
  1.010	 10.04	 4.42026e-01	 1.83536e-01	 2.68332e+00	 6.71150e-01
  1.134	  8.75	 3.87132e-01	 9.62157e-02	 5.48640e-01	 5.40986e-02
  1.752	  9.72	 3.72322e-01	 3.54001e-02	 1.02414e+00	 1.17274e-01
  1.030	  8.67	 1.91732e-01	 2.81385e-02	 3.40313e-01	 1.61570e-02
  1.030	  8.58	 1.85414e-01	 8.71387e-03	 3.99034e-01	 7.80618e-03
  1.645	  8.91	 2.59070e-01	 5.06494e-02	 4.82284e-01	 7.69725e-02
  1.243	  9.63	 1.36444e+00	 2.08588e-01	 3.05524e+00	 2.57059e-01
  1.300	  9.34	 3.41981e-01	 3.75786e-02	 6.61652e-01	 3.25318e-01
  1.092	  9.25	 1.14712e-01	 4.26617e-02	 6.68891e-01	 5.95448e-02
  1.382	  9.30	 4.80080e-01	 1.86985e-02	 5.47761e-01	 1.17819e-01
  1.794	  8.70	 3.49872e-01	 6.15417e-02	 5.60760e-01	 7.80618e-02
  1.010	  8.82	 3.77972e-01	 9.98465e-02	 6.45618e-01	 6.75325e-02
  1.516	  9.04	 2.55887e-01	 8.09664e-02	 5.19764e-01	 7.53387e-02
  1.323	 10.08	 1.65200e+00	 4.84346e-01	 3.75960e+00	 4.30247e-01
  1.504	  9.73	 1.41414e+00	 1.48317e-01	 2.49806e+00	 8.87726e-02
  1.712	 10.51	 1.37884e+00	 1.50859e-01	 3.12965e+00	 1.44505e-01
  1.323	  9.10	 2.26312e-01	 1.12554e-02	 2.84961e-01	 9.53080e-02
  1.000	 10.63	 4.31700e-01	 1.44505e-01	 3.19648e+00	 1.66853e+00
  1.232	  9.75	 5.60534e-01	 3.70340e-02	 1.72914e+00	 3.81232e-02
  1.442	  9.82	 3.91108e-01	 8.65941e-02	 9.01900e-01	 1.80994e-01
  1.752	 10.42	 3.89042e-01	 1.13280e-01	 1.02525e+00	 3.73607e-01
  1.199	  9.06	 5.84312e-01	 8.40526e-02	 1.26059e+00	 4.12094e-02
  1.516	  9.55	 5.24949e-01	 1.83354e-02	 6.73027e-01	 1.13280e-01
  1.030	 10.94	 4.42770e+00	 0.00000e+00	 2.80737e+01	 0.00000e+00
  1.908	  9.26	 9.38727e-01	 1.15096e-01	 1.14529e+00	 6.69879e-02
  1.822	  9.77	 6.24625e-01	 1.22902e-01	 1.54453e+00	 1.93884e-01
  1.103	 10.57	 5.18156e+00	 1.95699e-01	 2.15523e+01	 1.08597e+00
  1.780	  9.99	 1.68601e+00	 5.98534e-01	 1.97255e+00	 2.18755e-01
  1.580	 10.77	 6.28684e-01	 7.80618e-03	 3.90868e+00	 4.68552e-01
  1.580	  9.84	 1.72875e+00	 1.70102e-01	 3.42073e+00	 1.83173e-01
  1.406	  9.62	 3.36693e-01	 3.10432e-02	 1.00538e+00	 2.37816e-02
  1.177	  9.35	 1.82699e+00	 6.73510e-02	 3.54212e+00	 5.06494e-02
  1.418	  9.30	 5.84548e-01	 1.30163e-01	 1.19274e+00	 1.01662e-01
  1.000	  9.14	 2.82819e-01	 4.15724e-02	 6.91994e-01	 3.24955e-02
  1.658	  9.21	 7.95613e-01	 1.52856e-01	 1.02411e+00	 7.18895e-02
  1.685	 10.01	 6.48784e-01	 3.95755e-02	 9.33049e-01	 7.26156e-02
  1.145	  9.51	 7.41888e-01	 7.49756e-02	 2.12646e+00	 1.28348e-01
  1.124	  8.61	 2.62410e-01	 2.36001e-02	 6.02110e-01	 2.61416e-02
  1.937	 10.59	 1.30917e+00	 1.47954e-01	 5.13995e+00	 2.28739e-01
  1.685	  9.17	 1.79559e-01	 2.17847e-02	 4.07185e-01	 1.39604e-01
  1.541	  9.39	 4.64478e-01	 6.06340e-02	 8.51767e-01	 2.44715e-01
  1.010	  8.86	 3.01443e-01	 1.12554e-02	 6.16074e-01	 1.56124e-02
  1.221	  8.86	 2.90245e-01	 2.36001e-02	 6.54757e-01	 1.88801e-02
  1.725	 10.10	 2.23957e+00	 1.11647e-01	 4.27935e+00	 2.47075e-01
  1.406	  8.75	 1.81868e-01	 7.76987e-02	 4.38242e-01	 2.70493e-02
  1.134	  9.38	 5.43259e-01	 6.57171e-02	 1.12823e+00	 1.56487e-01
  1.188	  8.53	 1.86003e-01	 2.81385e-02	 3.78411e-01	 1.56124e-02
  1.418	 11.03	 1.50914e-01	 1.99693e-03	 4.74924e+00	 1.25026e+00
  1.794	 10.06	 5.25247e-01	 1.45776e-01	 1.41568e+00	 3.41838e-01
  1.382	 11.37	 4.39364e+00	 7.63553e-01	 3.13445e+01	 3.35393e+00
  1.166	  9.95	 2.65450e+00	 1.07108e-01	 7.20111e+00	 2.60690e-01
  1.406	  9.28	 3.84093e-01	 2.63232e-02	 9.96421e-01	 8.15110e-02
  1.323	  9.08	 5.07623e-01	 1.73370e-01	 1.16471e+00	 1.69013e-01
  1.358	  9.39	 6.57160e-01	 1.74459e-01	 1.10363e+00	 1.46320e-01
  1.382	 10.52	 7.63589e-01	 1.08923e-01	 5.18287e+00	 2.17484e-01
  1.071	  8.49	 2.32506e-01	 2.79570e-02	 4.79085e-01	 7.08002e-03
  1.113	  9.74	 5.34836e-01	 4.52032e-02	 1.84087e+00	 2.36001e-01
  1.698	 10.11	 1.50067e+00	 1.26896e-01	 3.38044e+00	 3.46740e-02
  1.010	  9.72	 1.72165e+00	 8.26003e-02	 4.79299e+00	 8.62310e-02
  1.996	 10.02	 1.67598e+00	 6.82587e-02	 2.65819e+00	 6.89848e-02
  1.188	 10.44	 1.65092e+00	 1.71373e-01	 7.27837e+00	 5.84919e-01
  1.592	 10.45	 3.17028e-01	 1.12736e-01	 2.39537e+00	 2.05502e-01
  1.232	  9.19	 3.61114e-01	 5.77294e-02	 7.82248e-01	 7.42495e-02
  1.580	 10.09	 1.26092e+00	 1.05474e-01	 3.77786e+00	 2.07681e-01
  1.394	 11.08	 1.50323e+00	 1.51404e-01	 1.27184e+01	 3.55090e-01
  1.312	  8.95	 1.99457e-01	 1.52493e-02	 4.74979e-01	 5.64586e-02
  1.466	 10.41	 6.79744e-01	 2.70493e-01	 4.99497e+00	 1.32596e+00
  1.766	  9.54	 1.86263e+00	 1.52493e-01	 1.82271e+00	 2.36908e-01
  1.346	  9.21	 7.27245e-01	 1.33068e-01	 1.23675e+00	 1.06382e-01
  1.554	 10.00	 1.63030e+00	 2.58693e-01	 3.65257e+00	 1.36336e-01
  1.981	  9.88	 5.79041e-01	 1.50677e-02	 1.15569e+00	 7.09818e-02
  1.645	 10.16	 6.43814e+00	 1.47954e-01	 9.25417e+00	 1.33776e+00
  1.346	  9.28	 3.19475e-01	 3.26770e-02	 8.99994e-01	 1.57939e-02
